dropzone_id,action_rank,operator_priority,row_rank,benchmark_id,target_id,scope,evidence_class,template_column,source_row_fill_csv,dropzone_class_folder,import_kind,source_path,drop_filename,proposed_value,evidence_ref,operator_clearance,destination_path,source_sha256,import_status,blocker,per_row_import_csv,per_row_import_md,next_action
priority_015_REQUIRED_COMPLEX_005,421,15,30,hist_REQUIRED_COMPLEX_005,REQUIRED_COMPLEX_005,complex,target_identity,benchmark_id,casp17/competitive_floor_batch_current/priority_015_REQUIRED_COMPLEX_005/row_fill.csv,casp17/competitive_floor_batch_current/priority_015_REQUIRED_COMPLEX_005/evidence_dropzone/target_identity,value,,,,,,casp17/competitive_floor_batch_current/priority_015_REQUIRED_COMPLEX_005/FIELD_VALUE_LEDGER.csv,,awaiting_import_value,proposed_value_required,casp17/competitive_floor_batch_current/priority_015_REQUIRED_COMPLEX_005/EVIDENCE_IMPORT.csv,casp17/competitive_floor_batch_current/priority_015_REQUIRED_COMPLEX_005/EVIDENCE_IMPORT.md,"enter proposed_value, evidence_ref, and operator_clearance in the import CSV"
priority_015_REQUIRED_COMPLEX_005,422,15,30,hist_REQUIRED_COMPLEX_005,REQUIRED_COMPLEX_005,complex,target_identity,target_id,casp17/competitive_floor_batch_current/priority_015_REQUIRED_COMPLEX_005/row_fill.csv,casp17/competitive_floor_batch_current/priority_015_REQUIRED_COMPLEX_005/evidence_dropzone/target_identity,value,,,,,,casp17/competitive_floor_batch_current/priority_015_REQUIRED_COMPLEX_005/FIELD_VALUE_LEDGER.csv,,awaiting_import_value,proposed_value_required,casp17/competitive_floor_batch_current/priority_015_REQUIRED_COMPLEX_005/EVIDENCE_IMPORT.csv,casp17/competitive_floor_batch_current/priority_015_REQUIRED_COMPLEX_005/EVIDENCE_IMPORT.md,"enter proposed_value, evidence_ref, and operator_clearance in the import CSV"
priority_015_REQUIRED_COMPLEX_005,423,15,30,hist_REQUIRED_COMPLEX_005,REQUIRED_COMPLEX_005,complex,core_file,prediction_pdb,casp17/competitive_floor_batch_current/priority_015_REQUIRED_COMPLEX_005/row_fill.csv,casp17/competitive_floor_batch_current/priority_015_REQUIRED_COMPLEX_005/evidence_dropzone/files/core,file,,,,,,,,awaiting_import_file,source_path_required,casp17/competitive_floor_batch_current/priority_015_REQUIRED_COMPLEX_005/EVIDENCE_IMPORT.csv,casp17/competitive_floor_batch_current/priority_015_REQUIRED_COMPLEX_005/EVIDENCE_IMPORT.md,enter source_path for the cleared local historical PDB in the import CSV
priority_015_REQUIRED_COMPLEX_005,424,15,30,hist_REQUIRED_COMPLEX_005,REQUIRED_COMPLEX_005,complex,core_file,native_pdb,casp17/competitive_floor_batch_current/priority_015_REQUIRED_COMPLEX_005/row_fill.csv,casp17/competitive_floor_batch_current/priority_015_REQUIRED_COMPLEX_005/evidence_dropzone/files/core,file,,,,,,,,awaiting_import_file,source_path_required,casp17/competitive_floor_batch_current/priority_015_REQUIRED_COMPLEX_005/EVIDENCE_IMPORT.csv,casp17/competitive_floor_batch_current/priority_015_REQUIRED_COMPLEX_005/EVIDENCE_IMPORT.md,enter source_path for the cleared local historical PDB in the import CSV
priority_015_REQUIRED_COMPLEX_005,425,15,30,hist_REQUIRED_COMPLEX_005,REQUIRED_COMPLEX_005,complex,provenance,leakage_clearance,casp17/competitive_floor_batch_current/priority_015_REQUIRED_COMPLEX_005/row_fill.csv,casp17/competitive_floor_batch_current/priority_015_REQUIRED_COMPLEX_005/evidence_dropzone/provenance,value,,,,,,casp17/competitive_floor_batch_current/priority_015_REQUIRED_COMPLEX_005/FIELD_VALUE_LEDGER.csv,,awaiting_import_value,proposed_value_required,casp17/competitive_floor_batch_current/priority_015_REQUIRED_COMPLEX_005/EVIDENCE_IMPORT.csv,casp17/competitive_floor_batch_current/priority_015_REQUIRED_COMPLEX_005/EVIDENCE_IMPORT.md,"enter proposed_value, evidence_ref, and operator_clearance in the import CSV"
priority_015_REQUIRED_COMPLEX_005,426,15,30,hist_REQUIRED_COMPLEX_005,REQUIRED_COMPLEX_005,complex,provenance,prediction_method,casp17/competitive_floor_batch_current/priority_015_REQUIRED_COMPLEX_005/row_fill.csv,casp17/competitive_floor_batch_current/priority_015_REQUIRED_COMPLEX_005/evidence_dropzone/provenance,value,,,,,,casp17/competitive_floor_batch_current/priority_015_REQUIRED_COMPLEX_005/FIELD_VALUE_LEDGER.csv,,awaiting_import_value,proposed_value_required,casp17/competitive_floor_batch_current/priority_015_REQUIRED_COMPLEX_005/EVIDENCE_IMPORT.csv,casp17/competitive_floor_batch_current/priority_015_REQUIRED_COMPLEX_005/EVIDENCE_IMPORT.md,"enter proposed_value, evidence_ref, and operator_clearance in the import CSV"
priority_015_REQUIRED_COMPLEX_005,427,15,30,hist_REQUIRED_COMPLEX_005,REQUIRED_COMPLEX_005,complex,provenance,prediction_created_at,casp17/competitive_floor_batch_current/priority_015_REQUIRED_COMPLEX_005/row_fill.csv,casp17/competitive_floor_batch_current/priority_015_REQUIRED_COMPLEX_005/evidence_dropzone/provenance,value,,,,,,casp17/competitive_floor_batch_current/priority_015_REQUIRED_COMPLEX_005/FIELD_VALUE_LEDGER.csv,,awaiting_import_value,proposed_value_required,casp17/competitive_floor_batch_current/priority_015_REQUIRED_COMPLEX_005/EVIDENCE_IMPORT.csv,casp17/competitive_floor_batch_current/priority_015_REQUIRED_COMPLEX_005/EVIDENCE_IMPORT.md,"enter proposed_value, evidence_ref, and operator_clearance in the import CSV"
priority_015_REQUIRED_COMPLEX_005,428,15,30,hist_REQUIRED_COMPLEX_005,REQUIRED_COMPLEX_005,complex,provenance,native_release_date,casp17/competitive_floor_batch_current/priority_015_REQUIRED_COMPLEX_005/row_fill.csv,casp17/competitive_floor_batch_current/priority_015_REQUIRED_COMPLEX_005/evidence_dropzone/provenance,value,,,,,,casp17/competitive_floor_batch_current/priority_015_REQUIRED_COMPLEX_005/FIELD_VALUE_LEDGER.csv,,awaiting_import_value,proposed_value_required,casp17/competitive_floor_batch_current/priority_015_REQUIRED_COMPLEX_005/EVIDENCE_IMPORT.csv,casp17/competitive_floor_batch_current/priority_015_REQUIRED_COMPLEX_005/EVIDENCE_IMPORT.md,"enter proposed_value, evidence_ref, and operator_clearance in the import CSV"
priority_015_REQUIRED_COMPLEX_005,429,15,30,hist_REQUIRED_COMPLEX_005,REQUIRED_COMPLEX_005,complex,provenance,prediction_generated_before_native_release,casp17/competitive_floor_batch_current/priority_015_REQUIRED_COMPLEX_005/row_fill.csv,casp17/competitive_floor_batch_current/priority_015_REQUIRED_COMPLEX_005/evidence_dropzone/provenance,value,,,,,,casp17/competitive_floor_batch_current/priority_015_REQUIRED_COMPLEX_005/FIELD_VALUE_LEDGER.csv,,awaiting_import_value,proposed_value_required,casp17/competitive_floor_batch_current/priority_015_REQUIRED_COMPLEX_005/EVIDENCE_IMPORT.csv,casp17/competitive_floor_batch_current/priority_015_REQUIRED_COMPLEX_005/EVIDENCE_IMPORT.md,"enter proposed_value, evidence_ref, and operator_clearance in the import CSV"
priority_015_REQUIRED_COMPLEX_005,430,15,30,hist_REQUIRED_COMPLEX_005,REQUIRED_COMPLEX_005,complex,provenance,public_template_or_native_used_for_prediction,casp17/competitive_floor_batch_current/priority_015_REQUIRED_COMPLEX_005/row_fill.csv,casp17/competitive_floor_batch_current/priority_015_REQUIRED_COMPLEX_005/evidence_dropzone/provenance,value,,,,,,casp17/competitive_floor_batch_current/priority_015_REQUIRED_COMPLEX_005/FIELD_VALUE_LEDGER.csv,,awaiting_import_value,proposed_value_required,casp17/competitive_floor_batch_current/priority_015_REQUIRED_COMPLEX_005/EVIDENCE_IMPORT.csv,casp17/competitive_floor_batch_current/priority_015_REQUIRED_COMPLEX_005/EVIDENCE_IMPORT.md,"enter proposed_value, evidence_ref, and operator_clearance in the import CSV"
