target_id,benchmark_id,scope,field_name,field_group,operator_required,authoritative_candidate_value,weak_local_candidate_value,weak_local_candidate_source,repair_status,blockers,notes
HIST_COMPLEX_02_TCRUZI_PDE_EXTERNAL_PDEB1_043_CHEMBL2171451,hist_seed_02_tcruzi_pde_external_pdeb1_043_chembl2171451,complex,no_leak_evidence_ref,clearance,True,,,,operator_evidence_required,"operator_evidence_required,independent_no_leak_evidence_ref_required",manual no-leak provenance field; do not auto-fill from local timestamps or path names
HIST_COMPLEX_02_TCRUZI_PDE_EXTERNAL_PDEB1_043_CHEMBL2171451,hist_seed_02_tcruzi_pde_external_pdeb1_043_chembl2171451,complex,leakage_clearance,clearance,True,,,,operator_evidence_required,"operator_evidence_required,operator_clearance_required",manual no-leak provenance field; do not auto-fill from local timestamps or path names
HIST_COMPLEX_02_TCRUZI_PDE_EXTERNAL_PDEB1_043_CHEMBL2171451,hist_seed_02_tcruzi_pde_external_pdeb1_043_chembl2171451,complex,operator_clearance,clearance,True,,,,operator_evidence_required,"operator_evidence_required,operator_clearance_required",manual no-leak provenance field; do not auto-fill from local timestamps or path names
HIST_COMPLEX_02_TCRUZI_PDE_EXTERNAL_PDEB1_043_CHEMBL2171451,hist_seed_02_tcruzi_pde_external_pdeb1_043_chembl2171451,complex,operator,clearance,True,,,,operator_evidence_required,operator_evidence_required,manual no-leak provenance field; do not auto-fill from local timestamps or path names
HIST_COMPLEX_02_TCRUZI_PDE_EXTERNAL_PDEB1_043_CHEMBL2171451,hist_seed_02_tcruzi_pde_external_pdeb1_043_chembl2171451,complex,prediction_created_at,chronology,True,,2026-05-17,prediction_file_mtime,operator_evidence_required_with_weak_hint,"operator_evidence_required,authoritative_chronology_required,weak_local_candidate_not_clearance_authority",manual no-leak provenance field; do not auto-fill from local timestamps or path names
HIST_COMPLEX_02_TCRUZI_PDE_EXTERNAL_PDEB1_043_CHEMBL2171451,hist_seed_02_tcruzi_pde_external_pdeb1_043_chembl2171451,complex,native_release_date,chronology,True,,2026-05-17,native_file_mtime_not_release_authority,operator_evidence_required_with_weak_hint,"operator_evidence_required,authoritative_chronology_required,weak_local_candidate_not_clearance_authority",manual no-leak provenance field; do not auto-fill from local timestamps or path names
HIST_COMPLEX_02_TCRUZI_PDE_EXTERNAL_PDEB1_043_CHEMBL2171451,hist_seed_02_tcruzi_pde_external_pdeb1_043_chembl2171451,complex,prediction_generated_before_native_release,chronology,True,,,,operator_evidence_required,"operator_evidence_required,authoritative_chronology_required",manual no-leak provenance field; do not auto-fill from local timestamps or path names
HIST_COMPLEX_02_TCRUZI_PDE_EXTERNAL_PDEB1_043_CHEMBL2171451,hist_seed_02_tcruzi_pde_external_pdeb1_043_chembl2171451,complex,public_template_or_native_used_for_prediction,negative_control,True,,,,operator_evidence_required,"operator_evidence_required,operator_negative_control_required",manual no-leak provenance field; do not auto-fill from local timestamps or path names
HIST_COMPLEX_02_TCRUZI_PDE_EXTERNAL_PDEB1_043_CHEMBL2171451,hist_seed_02_tcruzi_pde_external_pdeb1_043_chembl2171451,complex,other_team_model_used,negative_control,True,,,,operator_evidence_required,"operator_evidence_required,operator_negative_control_required",manual no-leak provenance field; do not auto-fill from local timestamps or path names
HIST_COMPLEX_02_TCRUZI_PDE_EXTERNAL_PDEB1_043_CHEMBL2171451,hist_seed_02_tcruzi_pde_external_pdeb1_043_chembl2171451,complex,post_release_information_used,negative_control,True,,,,operator_evidence_required,"operator_evidence_required,operator_negative_control_required",manual no-leak provenance field; do not auto-fill from local timestamps or path names
