dropzone_id,action_rank,operator_priority,row_rank,benchmark_id,target_id,scope,evidence_class,template_column,source_row_fill_csv,current_value,recommended_value,intake_status,patch_status,blocker,dry_run_csv,dry_run_md,next_action
priority_006_REQUIRED_MONOMER_006,151,6,6,hist_REQUIRED_MONOMER_006,REQUIRED_MONOMER_006,monomer,target_identity,benchmark_id,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/row_fill.csv,hist_REQUIRED_MONOMER_006,,awaiting_operator_value,awaiting_evidence,awaiting_operator_value,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/ROW_FILL_PATCH_DRY_RUN.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/ROW_FILL_PATCH_DRY_RUN.md,"provide the missing cleared evidence, then rerun intake and this patch gate"
priority_006_REQUIRED_MONOMER_006,152,6,6,hist_REQUIRED_MONOMER_006,REQUIRED_MONOMER_006,monomer,target_identity,target_id,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/row_fill.csv,REQUIRED_MONOMER_006,,awaiting_operator_value,awaiting_evidence,awaiting_operator_value,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/ROW_FILL_PATCH_DRY_RUN.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/ROW_FILL_PATCH_DRY_RUN.md,"provide the missing cleared evidence, then rerun intake and this patch gate"
priority_006_REQUIRED_MONOMER_006,153,6,6,hist_REQUIRED_MONOMER_006,REQUIRED_MONOMER_006,monomer,core_file,prediction_pdb,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/row_fill.csv,runs/casp17_historical_benchmark_predictions_current/REQUIRED_MONOMER_006_prediction.pdb,,awaiting_dropzone_file,awaiting_evidence,awaiting_dropzone_file,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/ROW_FILL_PATCH_DRY_RUN.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/ROW_FILL_PATCH_DRY_RUN.md,"provide the missing cleared evidence, then rerun intake and this patch gate"
priority_006_REQUIRED_MONOMER_006,154,6,6,hist_REQUIRED_MONOMER_006,REQUIRED_MONOMER_006,monomer,core_file,native_pdb,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/row_fill.csv,runs/casp17_historical_benchmark_natives_current/REQUIRED_MONOMER_006_native.pdb,,awaiting_dropzone_file,awaiting_evidence,awaiting_dropzone_file,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/ROW_FILL_PATCH_DRY_RUN.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/ROW_FILL_PATCH_DRY_RUN.md,"provide the missing cleared evidence, then rerun intake and this patch gate"
priority_006_REQUIRED_MONOMER_006,155,6,6,hist_REQUIRED_MONOMER_006,REQUIRED_MONOMER_006,monomer,provenance,leakage_clearance,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/row_fill.csv,REQUIRED_NO_LEAK_CLEARANCE,,awaiting_operator_value,awaiting_evidence,awaiting_operator_value,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/ROW_FILL_PATCH_DRY_RUN.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/ROW_FILL_PATCH_DRY_RUN.md,"provide the missing cleared evidence, then rerun intake and this patch gate"
priority_006_REQUIRED_MONOMER_006,156,6,6,hist_REQUIRED_MONOMER_006,REQUIRED_MONOMER_006,monomer,provenance,prediction_method,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/row_fill.csv,REQUIRED_INTERNAL_METHOD,,awaiting_operator_value,awaiting_evidence,awaiting_operator_value,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/ROW_FILL_PATCH_DRY_RUN.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/ROW_FILL_PATCH_DRY_RUN.md,"provide the missing cleared evidence, then rerun intake and this patch gate"
priority_006_REQUIRED_MONOMER_006,157,6,6,hist_REQUIRED_MONOMER_006,REQUIRED_MONOMER_006,monomer,provenance,prediction_created_at,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/row_fill.csv,YYYY-MM-DD,,awaiting_operator_value,awaiting_evidence,awaiting_operator_value,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/ROW_FILL_PATCH_DRY_RUN.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/ROW_FILL_PATCH_DRY_RUN.md,"provide the missing cleared evidence, then rerun intake and this patch gate"
priority_006_REQUIRED_MONOMER_006,158,6,6,hist_REQUIRED_MONOMER_006,REQUIRED_MONOMER_006,monomer,provenance,native_release_date,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/row_fill.csv,YYYY-MM-DD,,awaiting_operator_value,awaiting_evidence,awaiting_operator_value,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/ROW_FILL_PATCH_DRY_RUN.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/ROW_FILL_PATCH_DRY_RUN.md,"provide the missing cleared evidence, then rerun intake and this patch gate"
priority_006_REQUIRED_MONOMER_006,159,6,6,hist_REQUIRED_MONOMER_006,REQUIRED_MONOMER_006,monomer,provenance,prediction_generated_before_native_release,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/row_fill.csv,REQUIRED_TRUE_CONFIRMATION,,awaiting_operator_value,awaiting_evidence,awaiting_operator_value,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/ROW_FILL_PATCH_DRY_RUN.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/ROW_FILL_PATCH_DRY_RUN.md,"provide the missing cleared evidence, then rerun intake and this patch gate"
priority_006_REQUIRED_MONOMER_006,160,6,6,hist_REQUIRED_MONOMER_006,REQUIRED_MONOMER_006,monomer,provenance,public_template_or_native_used_for_prediction,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/row_fill.csv,REQUIRED_FALSE_CONFIRMATION,,awaiting_operator_value,awaiting_evidence,awaiting_operator_value,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/ROW_FILL_PATCH_DRY_RUN.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/ROW_FILL_PATCH_DRY_RUN.md,"provide the missing cleared evidence, then rerun intake and this patch gate"
priority_006_REQUIRED_MONOMER_006,161,6,6,hist_REQUIRED_MONOMER_006,REQUIRED_MONOMER_006,monomer,provenance,other_team_model_used,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/row_fill.csv,REQUIRED_FALSE_CONFIRMATION,,awaiting_operator_value,awaiting_evidence,awaiting_operator_value,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/ROW_FILL_PATCH_DRY_RUN.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/ROW_FILL_PATCH_DRY_RUN.md,"provide the missing cleared evidence, then rerun intake and this patch gate"
priority_006_REQUIRED_MONOMER_006,162,6,6,hist_REQUIRED_MONOMER_006,REQUIRED_MONOMER_006,monomer,provenance,post_release_information_used,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/row_fill.csv,REQUIRED_FALSE_CONFIRMATION,,awaiting_operator_value,awaiting_evidence,awaiting_operator_value,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/ROW_FILL_PATCH_DRY_RUN.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/ROW_FILL_PATCH_DRY_RUN.md,"provide the missing cleared evidence, then rerun intake and this patch gate"
priority_006_REQUIRED_MONOMER_006,163,6,6,hist_REQUIRED_MONOMER_006,REQUIRED_MONOMER_006,monomer,provenance,current_casp17_target,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/row_fill.csv,REQUIRED_FALSE_CONFIRMATION,,awaiting_operator_value,awaiting_evidence,awaiting_operator_value,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/ROW_FILL_PATCH_DRY_RUN.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/ROW_FILL_PATCH_DRY_RUN.md,"provide the missing cleared evidence, then rerun intake and this patch gate"
priority_006_REQUIRED_MONOMER_006,164,6,6,hist_REQUIRED_MONOMER_006,REQUIRED_MONOMER_006,monomer,provenance,operator_clearance,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/row_fill.csv,REQUIRED_OPERATOR_CLEARANCE,,awaiting_operator_value,awaiting_evidence,awaiting_operator_value,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/ROW_FILL_PATCH_DRY_RUN.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/ROW_FILL_PATCH_DRY_RUN.md,"provide the missing cleared evidence, then rerun intake and this patch gate"
priority_006_REQUIRED_MONOMER_006,165,6,6,hist_REQUIRED_MONOMER_006,REQUIRED_MONOMER_006,monomer,ablation_file,recursive_prediction_pdb,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/row_fill.csv,runs/casp17_historical_ablation_predictions_current/recursive/REQUIRED_MONOMER_006TS.pdb,,awaiting_dropzone_file,awaiting_evidence,awaiting_dropzone_file,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/ROW_FILL_PATCH_DRY_RUN.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/ROW_FILL_PATCH_DRY_RUN.md,"provide the missing cleared evidence, then rerun intake and this patch gate"
priority_006_REQUIRED_MONOMER_006,166,6,6,hist_REQUIRED_MONOMER_006,REQUIRED_MONOMER_006,monomer,ablation_file,scored_prediction_pdb,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/row_fill.csv,runs/casp17_historical_ablation_predictions_current/scored/REQUIRED_MONOMER_006TS.pdb,,awaiting_dropzone_file,awaiting_evidence,awaiting_dropzone_file,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/ROW_FILL_PATCH_DRY_RUN.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/ROW_FILL_PATCH_DRY_RUN.md,"provide the missing cleared evidence, then rerun intake and this patch gate"
priority_006_REQUIRED_MONOMER_006,167,6,6,hist_REQUIRED_MONOMER_006,REQUIRED_MONOMER_006,monomer,ablation_file,sidechain_scaffold_prediction_pdb,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/row_fill.csv,runs/casp17_historical_ablation_predictions_current/sidechain_scaffold/REQUIRED_MONOMER_006TS.pdb,,awaiting_dropzone_file,awaiting_evidence,awaiting_dropzone_file,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/ROW_FILL_PATCH_DRY_RUN.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/ROW_FILL_PATCH_DRY_RUN.md,"provide the missing cleared evidence, then rerun intake and this patch gate"
priority_006_REQUIRED_MONOMER_006,168,6,6,hist_REQUIRED_MONOMER_006,REQUIRED_MONOMER_006,monomer,ablation_file,sidechain_repacked_prediction_pdb,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/row_fill.csv,runs/casp17_historical_ablation_predictions_current/sidechain_repacked/REQUIRED_MONOMER_006TS.pdb,,awaiting_dropzone_file,awaiting_evidence,awaiting_dropzone_file,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/ROW_FILL_PATCH_DRY_RUN.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/ROW_FILL_PATCH_DRY_RUN.md,"provide the missing cleared evidence, then rerun intake and this patch gate"
priority_006_REQUIRED_MONOMER_006,169,6,6,hist_REQUIRED_MONOMER_006,REQUIRED_MONOMER_006,monomer,ablation_file,sidechain_completed_prediction_pdb,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/row_fill.csv,runs/casp17_historical_ablation_predictions_current/sidechain_completed/REQUIRED_MONOMER_006TS.pdb,,awaiting_dropzone_file,awaiting_evidence,awaiting_dropzone_file,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/ROW_FILL_PATCH_DRY_RUN.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/ROW_FILL_PATCH_DRY_RUN.md,"provide the missing cleared evidence, then rerun intake and this patch gate"
priority_006_REQUIRED_MONOMER_006,170,6,6,hist_REQUIRED_MONOMER_006,REQUIRED_MONOMER_006,monomer,ablation_file,steric_relaxed_prediction_pdb,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/row_fill.csv,runs/casp17_historical_ablation_predictions_current/steric_relaxed/REQUIRED_MONOMER_006TS.pdb,,awaiting_dropzone_file,awaiting_evidence,awaiting_dropzone_file,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/ROW_FILL_PATCH_DRY_RUN.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/ROW_FILL_PATCH_DRY_RUN.md,"provide the missing cleared evidence, then rerun intake and this patch gate"
priority_006_REQUIRED_MONOMER_006,171,6,6,hist_REQUIRED_MONOMER_006,REQUIRED_MONOMER_006,monomer,ablation_file,rotamer_minimized_prediction_pdb,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/row_fill.csv,runs/casp17_historical_ablation_predictions_current/rotamer_minimized/REQUIRED_MONOMER_006TS.pdb,,awaiting_dropzone_file,awaiting_evidence,awaiting_dropzone_file,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/ROW_FILL_PATCH_DRY_RUN.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/ROW_FILL_PATCH_DRY_RUN.md,"provide the missing cleared evidence, then rerun intake and this patch gate"
priority_006_REQUIRED_MONOMER_006,172,6,6,hist_REQUIRED_MONOMER_006,REQUIRED_MONOMER_006,monomer,ablation_file,polar_refined_prediction_pdb,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/row_fill.csv,runs/casp17_historical_ablation_predictions_current/polar_refined/REQUIRED_MONOMER_006TS.pdb,,awaiting_dropzone_file,awaiting_evidence,awaiting_dropzone_file,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/ROW_FILL_PATCH_DRY_RUN.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/ROW_FILL_PATCH_DRY_RUN.md,"provide the missing cleared evidence, then rerun intake and this patch gate"
priority_006_REQUIRED_MONOMER_006,173,6,6,hist_REQUIRED_MONOMER_006,REQUIRED_MONOMER_006,monomer,ablation_file,forcefield_minimized_prediction_pdb,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/row_fill.csv,runs/casp17_historical_ablation_predictions_current/forcefield_minimized/REQUIRED_MONOMER_006TS.pdb,,awaiting_dropzone_file,awaiting_evidence,awaiting_dropzone_file,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/ROW_FILL_PATCH_DRY_RUN.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/ROW_FILL_PATCH_DRY_RUN.md,"provide the missing cleared evidence, then rerun intake and this patch gate"
priority_006_REQUIRED_MONOMER_006,174,6,6,hist_REQUIRED_MONOMER_006,REQUIRED_MONOMER_006,monomer,ablation_file,statistical_rotamer_prediction_pdb,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/row_fill.csv,runs/casp17_historical_ablation_predictions_current/statistical_rotamer/REQUIRED_MONOMER_006TS.pdb,,awaiting_dropzone_file,awaiting_evidence,awaiting_dropzone_file,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/ROW_FILL_PATCH_DRY_RUN.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/ROW_FILL_PATCH_DRY_RUN.md,"provide the missing cleared evidence, then rerun intake and this patch gate"
priority_006_REQUIRED_MONOMER_006,175,6,6,hist_REQUIRED_MONOMER_006,REQUIRED_MONOMER_006,monomer,calibration,selected_model_rank,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/row_fill.csv,REQUIRED_1_TO_5,,awaiting_operator_value,awaiting_evidence,awaiting_operator_value,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/ROW_FILL_PATCH_DRY_RUN.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/ROW_FILL_PATCH_DRY_RUN.md,"provide the missing cleared evidence, then rerun intake and this patch gate"
priority_006_REQUIRED_MONOMER_006,176,6,6,hist_REQUIRED_MONOMER_006,REQUIRED_MONOMER_006,monomer,calibration,best_model_rank,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/row_fill.csv,REQUIRED_1_TO_5,,awaiting_operator_value,awaiting_evidence,awaiting_operator_value,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/ROW_FILL_PATCH_DRY_RUN.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/ROW_FILL_PATCH_DRY_RUN.md,"provide the missing cleared evidence, then rerun intake and this patch gate"
priority_006_REQUIRED_MONOMER_006,177,6,6,hist_REQUIRED_MONOMER_006,REQUIRED_MONOMER_006,monomer,calibration,selected_native_metric,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/row_fill.csv,REQUIRED_NATIVE_METRIC,,awaiting_operator_value,awaiting_evidence,awaiting_operator_value,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/ROW_FILL_PATCH_DRY_RUN.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/ROW_FILL_PATCH_DRY_RUN.md,"provide the missing cleared evidence, then rerun intake and this patch gate"
priority_006_REQUIRED_MONOMER_006,178,6,6,hist_REQUIRED_MONOMER_006,REQUIRED_MONOMER_006,monomer,calibration,best_native_metric,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/row_fill.csv,REQUIRED_ORACLE_METRIC,,awaiting_operator_value,awaiting_evidence,awaiting_operator_value,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/ROW_FILL_PATCH_DRY_RUN.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/ROW_FILL_PATCH_DRY_RUN.md,"provide the missing cleared evidence, then rerun intake and this patch gate"
priority_006_REQUIRED_MONOMER_006,179,6,6,hist_REQUIRED_MONOMER_006,REQUIRED_MONOMER_006,monomer,calibration,selected_score,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/row_fill.csv,REQUIRED_INTERNAL_SCORE,,awaiting_operator_value,awaiting_evidence,awaiting_operator_value,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/ROW_FILL_PATCH_DRY_RUN.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/ROW_FILL_PATCH_DRY_RUN.md,"provide the missing cleared evidence, then rerun intake and this patch gate"
priority_006_REQUIRED_MONOMER_006,180,6,6,hist_REQUIRED_MONOMER_006,REQUIRED_MONOMER_006,monomer,calibration,best_score,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/row_fill.csv,REQUIRED_ORACLE_SCORE,,awaiting_operator_value,awaiting_evidence,awaiting_operator_value,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/ROW_FILL_PATCH_DRY_RUN.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/ROW_FILL_PATCH_DRY_RUN.md,"provide the missing cleared evidence, then rerun intake and this patch gate"
