dropzone_id,action_rank,operator_priority,row_rank,benchmark_id,target_id,scope,evidence_class,template_column,source_row_fill_csv,dropzone_class_folder,import_kind,source_path,drop_filename,proposed_value,expected_value_rule,evidence_ref,operator_clearance,destination_path,source_sha256,import_status,blocker,per_row_import_csv,per_row_import_md,next_action
priority_009_REQUIRED_MONOMER_009,241,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,target_identity,benchmark_id,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/evidence_dropzone/target_identity,value,,,,cleared historical non-current identifier,,,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/FIELD_VALUE_LEDGER.csv,,awaiting_import_value,proposed_value_required,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/EVIDENCE_IMPORT.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/EVIDENCE_IMPORT.md,"enter proposed_value, evidence_ref, and operator_clearance in the import CSV"
priority_009_REQUIRED_MONOMER_009,242,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,target_identity,target_id,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/evidence_dropzone/target_identity,value,,,,cleared historical non-current identifier,,,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/FIELD_VALUE_LEDGER.csv,,awaiting_import_value,proposed_value_required,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/EVIDENCE_IMPORT.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/EVIDENCE_IMPORT.md,"enter proposed_value, evidence_ref, and operator_clearance in the import CSV"
priority_009_REQUIRED_MONOMER_009,243,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,core_file,prediction_pdb,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/evidence_dropzone/files/core,file,,,,non-placeholder cleared value,,,,,awaiting_import_file,source_path_required,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/EVIDENCE_IMPORT.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/EVIDENCE_IMPORT.md,enter source_path for the cleared local historical PDB in the import CSV
priority_009_REQUIRED_MONOMER_009,244,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,core_file,native_pdb,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/evidence_dropzone/files/core,file,,,,non-placeholder cleared value,,,,,awaiting_import_file,source_path_required,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/EVIDENCE_IMPORT.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/EVIDENCE_IMPORT.md,enter source_path for the cleared local historical PDB in the import CSV
priority_009_REQUIRED_MONOMER_009,245,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,provenance,leakage_clearance,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/evidence_dropzone/provenance,value,,,,"one of no_leak, cleared, internal_no_leak, or ready_for_row_fill",,,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/FIELD_VALUE_LEDGER.csv,,awaiting_import_value,proposed_value_required,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/EVIDENCE_IMPORT.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/EVIDENCE_IMPORT.md,"enter proposed_value, evidence_ref, and operator_clearance in the import CSV"
priority_009_REQUIRED_MONOMER_009,246,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,provenance,prediction_method,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/evidence_dropzone/provenance,value,,,,non-placeholder internal method identifier,,,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/FIELD_VALUE_LEDGER.csv,,awaiting_import_value,proposed_value_required,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/EVIDENCE_IMPORT.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/EVIDENCE_IMPORT.md,"enter proposed_value, evidence_ref, and operator_clearance in the import CSV"
priority_009_REQUIRED_MONOMER_009,247,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,provenance,prediction_created_at,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/evidence_dropzone/provenance,value,,,,ISO date YYYY-MM-DD,,,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/FIELD_VALUE_LEDGER.csv,,awaiting_import_value,proposed_value_required,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/EVIDENCE_IMPORT.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/EVIDENCE_IMPORT.md,"enter proposed_value, evidence_ref, and operator_clearance in the import CSV"
priority_009_REQUIRED_MONOMER_009,248,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,provenance,native_release_date,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/evidence_dropzone/provenance,value,,,,ISO date YYYY-MM-DD,,,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/FIELD_VALUE_LEDGER.csv,,awaiting_import_value,proposed_value_required,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/EVIDENCE_IMPORT.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/EVIDENCE_IMPORT.md,"enter proposed_value, evidence_ref, and operator_clearance in the import CSV"
priority_009_REQUIRED_MONOMER_009,249,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,provenance,prediction_generated_before_native_release,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/evidence_dropzone/provenance,value,,,,true,,,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/FIELD_VALUE_LEDGER.csv,,awaiting_import_value,proposed_value_required,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/EVIDENCE_IMPORT.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/EVIDENCE_IMPORT.md,"enter proposed_value, evidence_ref, and operator_clearance in the import CSV"
priority_009_REQUIRED_MONOMER_009,250,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,provenance,public_template_or_native_used_for_prediction,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/evidence_dropzone/provenance,value,,,,false,,,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/FIELD_VALUE_LEDGER.csv,,awaiting_import_value,proposed_value_required,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/EVIDENCE_IMPORT.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/EVIDENCE_IMPORT.md,"enter proposed_value, evidence_ref, and operator_clearance in the import CSV"
