metric_surface_row_id,slot_rank,benchmark_id,target_id,scope,metric_name,metric_family,profile_fit,metric_input_contract,prediction_pdb,native_pdb,expected_output_json,metric_status,blockers,next_action,metric_folder,slot_manifest,requirements_csv,official_archive_baseline_policy,competitive_proof_eligible
31_01_gdt_ts,31,hist_REQUIRED_COMPLEX_006,REQUIRED_COMPLEX_006,complex,GDT_TS,monomer_domain,scope_core_metric,prediction/native chain mapping,runs/casp17_historical_benchmark_predictions_current/REQUIRED_COMPLEX_006_prediction.pdb,runs/casp17_historical_benchmark_natives_current/REQUIRED_COMPLEX_006_native.pdb,casp17/win_tier_metric_surface_contract/31_hist_required_complex_006/metrics/monomer/gdt_ts.json,awaiting_strict_blind_evidence_files,"strict_blind_replacement_identity_required,core_files_required,no_leak_required,ablation_required,calibration_required,ablation_layer_prediction_pdb_missing,best_model_rank_required_1_to_5,best_native_metric_required_numeric,best_score_required_numeric,current_casp17_target_must_be_false,leakage_clearance_required,native_pdb_not_found,native_release_date_required_iso_date,operator_clearance_required,other_team_model_used_must_be_false,placeholder_target_id,post_release_information_used_must_be_false,prediction_created_at_required_iso_date,prediction_generated_before_native_release_required,prediction_pdb_not_found,public_template_or_native_used_for_prediction_must_be_false,selected_model_rank_required_1_to_5,selected_native_metric_required_numeric,selected_score_required_numeric,leakage_clearance_missing_or_not_clear,native_pdb_missing,prediction_pdb_missing",fill strict-blind core evidence before metric calculation,casp17/win_tier_metric_surface_contract/31_hist_required_complex_006,casp17/win_tier_metric_surface_contract/31_hist_required_complex_006/METRIC_SURFACE.md,casp17/win_tier_metric_surface_contract/31_hist_required_complex_006/metric_surface_requirements.csv,excluded_from_competitive_proof,False
31_02_lddt,31,hist_REQUIRED_COMPLEX_006,REQUIRED_COMPLEX_006,complex,lDDT,monomer_domain,scope_core_metric,prediction/native residue mapping,runs/casp17_historical_benchmark_predictions_current/REQUIRED_COMPLEX_006_prediction.pdb,runs/casp17_historical_benchmark_natives_current/REQUIRED_COMPLEX_006_native.pdb,casp17/win_tier_metric_surface_contract/31_hist_required_complex_006/metrics/monomer/lddt.json,awaiting_strict_blind_evidence_files,"strict_blind_replacement_identity_required,core_files_required,no_leak_required,ablation_required,calibration_required,ablation_layer_prediction_pdb_missing,best_model_rank_required_1_to_5,best_native_metric_required_numeric,best_score_required_numeric,current_casp17_target_must_be_false,leakage_clearance_required,native_pdb_not_found,native_release_date_required_iso_date,operator_clearance_required,other_team_model_used_must_be_false,placeholder_target_id,post_release_information_used_must_be_false,prediction_created_at_required_iso_date,prediction_generated_before_native_release_required,prediction_pdb_not_found,public_template_or_native_used_for_prediction_must_be_false,selected_model_rank_required_1_to_5,selected_native_metric_required_numeric,selected_score_required_numeric,leakage_clearance_missing_or_not_clear,native_pdb_missing,prediction_pdb_missing",fill strict-blind core evidence before metric calculation,casp17/win_tier_metric_surface_contract/31_hist_required_complex_006,casp17/win_tier_metric_surface_contract/31_hist_required_complex_006/METRIC_SURFACE.md,casp17/win_tier_metric_surface_contract/31_hist_required_complex_006/metric_surface_requirements.csv,excluded_from_competitive_proof,False
31_03_tm_score,31,hist_REQUIRED_COMPLEX_006,REQUIRED_COMPLEX_006,complex,TM-score,monomer_domain,scope_core_metric,prediction/native chain mapping,runs/casp17_historical_benchmark_predictions_current/REQUIRED_COMPLEX_006_prediction.pdb,runs/casp17_historical_benchmark_natives_current/REQUIRED_COMPLEX_006_native.pdb,casp17/win_tier_metric_surface_contract/31_hist_required_complex_006/metrics/monomer/tm_score.json,awaiting_strict_blind_evidence_files,"strict_blind_replacement_identity_required,core_files_required,no_leak_required,ablation_required,calibration_required,ablation_layer_prediction_pdb_missing,best_model_rank_required_1_to_5,best_native_metric_required_numeric,best_score_required_numeric,current_casp17_target_must_be_false,leakage_clearance_required,native_pdb_not_found,native_release_date_required_iso_date,operator_clearance_required,other_team_model_used_must_be_false,placeholder_target_id,post_release_information_used_must_be_false,prediction_created_at_required_iso_date,prediction_generated_before_native_release_required,prediction_pdb_not_found,public_template_or_native_used_for_prediction_must_be_false,selected_model_rank_required_1_to_5,selected_native_metric_required_numeric,selected_score_required_numeric,leakage_clearance_missing_or_not_clear,native_pdb_missing,prediction_pdb_missing",fill strict-blind core evidence before metric calculation,casp17/win_tier_metric_surface_contract/31_hist_required_complex_006,casp17/win_tier_metric_surface_contract/31_hist_required_complex_006/METRIC_SURFACE.md,casp17/win_tier_metric_surface_contract/31_hist_required_complex_006/metric_surface_requirements.csv,excluded_from_competitive_proof,False
31_04_rmsd,31,hist_REQUIRED_COMPLEX_006,REQUIRED_COMPLEX_006,complex,RMSD,geometry,scope_core_metric,prediction/native atom mapping,runs/casp17_historical_benchmark_predictions_current/REQUIRED_COMPLEX_006_prediction.pdb,runs/casp17_historical_benchmark_natives_current/REQUIRED_COMPLEX_006_native.pdb,casp17/win_tier_metric_surface_contract/31_hist_required_complex_006/metrics/geometry/rmsd.json,awaiting_strict_blind_evidence_files,"strict_blind_replacement_identity_required,core_files_required,no_leak_required,ablation_required,calibration_required,ablation_layer_prediction_pdb_missing,best_model_rank_required_1_to_5,best_native_metric_required_numeric,best_score_required_numeric,current_casp17_target_must_be_false,leakage_clearance_required,native_pdb_not_found,native_release_date_required_iso_date,operator_clearance_required,other_team_model_used_must_be_false,placeholder_target_id,post_release_information_used_must_be_false,prediction_created_at_required_iso_date,prediction_generated_before_native_release_required,prediction_pdb_not_found,public_template_or_native_used_for_prediction_must_be_false,selected_model_rank_required_1_to_5,selected_native_metric_required_numeric,selected_score_required_numeric,leakage_clearance_missing_or_not_clear,native_pdb_missing,prediction_pdb_missing",fill strict-blind core evidence before metric calculation,casp17/win_tier_metric_surface_contract/31_hist_required_complex_006,casp17/win_tier_metric_surface_contract/31_hist_required_complex_006/METRIC_SURFACE.md,casp17/win_tier_metric_surface_contract/31_hist_required_complex_006/metric_surface_requirements.csv,excluded_from_competitive_proof,False
31_05_gdt_ha,31,hist_REQUIRED_COMPLEX_006,REQUIRED_COMPLEX_006,complex,GDT_HA,monomer_domain,scope_core_metric,prediction/native chain mapping,runs/casp17_historical_benchmark_predictions_current/REQUIRED_COMPLEX_006_prediction.pdb,runs/casp17_historical_benchmark_natives_current/REQUIRED_COMPLEX_006_native.pdb,casp17/win_tier_metric_surface_contract/31_hist_required_complex_006/metrics/monomer/gdt_ha.json,awaiting_strict_blind_evidence_files,"strict_blind_replacement_identity_required,core_files_required,no_leak_required,ablation_required,calibration_required,ablation_layer_prediction_pdb_missing,best_model_rank_required_1_to_5,best_native_metric_required_numeric,best_score_required_numeric,current_casp17_target_must_be_false,leakage_clearance_required,native_pdb_not_found,native_release_date_required_iso_date,operator_clearance_required,other_team_model_used_must_be_false,placeholder_target_id,post_release_information_used_must_be_false,prediction_created_at_required_iso_date,prediction_generated_before_native_release_required,prediction_pdb_not_found,public_template_or_native_used_for_prediction_must_be_false,selected_model_rank_required_1_to_5,selected_native_metric_required_numeric,selected_score_required_numeric,leakage_clearance_missing_or_not_clear,native_pdb_missing,prediction_pdb_missing",fill strict-blind core evidence before metric calculation,casp17/win_tier_metric_surface_contract/31_hist_required_complex_006,casp17/win_tier_metric_surface_contract/31_hist_required_complex_006/METRIC_SURFACE.md,casp17/win_tier_metric_surface_contract/31_hist_required_complex_006/metric_surface_requirements.csv,excluded_from_competitive_proof,False
31_06_molprobity,31,hist_REQUIRED_COMPLEX_006,REQUIRED_COMPLEX_006,complex,MolProbity,model_quality,scope_core_metric,prediction structure,runs/casp17_historical_benchmark_predictions_current/REQUIRED_COMPLEX_006_prediction.pdb,runs/casp17_historical_benchmark_natives_current/REQUIRED_COMPLEX_006_native.pdb,casp17/win_tier_metric_surface_contract/31_hist_required_complex_006/metrics/model_quality/molprobity.json,awaiting_strict_blind_evidence_files,"strict_blind_replacement_identity_required,core_files_required,no_leak_required,ablation_required,calibration_required,ablation_layer_prediction_pdb_missing,best_model_rank_required_1_to_5,best_native_metric_required_numeric,best_score_required_numeric,current_casp17_target_must_be_false,leakage_clearance_required,native_pdb_not_found,native_release_date_required_iso_date,operator_clearance_required,other_team_model_used_must_be_false,placeholder_target_id,post_release_information_used_must_be_false,prediction_created_at_required_iso_date,prediction_generated_before_native_release_required,prediction_pdb_not_found,public_template_or_native_used_for_prediction_must_be_false,selected_model_rank_required_1_to_5,selected_native_metric_required_numeric,selected_score_required_numeric,leakage_clearance_missing_or_not_clear,native_pdb_missing,prediction_pdb_missing",fill strict-blind core evidence before metric calculation,casp17/win_tier_metric_surface_contract/31_hist_required_complex_006,casp17/win_tier_metric_surface_contract/31_hist_required_complex_006/METRIC_SURFACE.md,casp17/win_tier_metric_surface_contract/31_hist_required_complex_006/metric_surface_requirements.csv,excluded_from_competitive_proof,False
31_07_dockq,31,hist_REQUIRED_COMPLEX_006,REQUIRED_COMPLEX_006,complex,DockQ,complex_interface,scope_core_metric,complex chain mapping,runs/casp17_historical_benchmark_predictions_current/REQUIRED_COMPLEX_006_prediction.pdb,runs/casp17_historical_benchmark_natives_current/REQUIRED_COMPLEX_006_native.pdb,casp17/win_tier_metric_surface_contract/31_hist_required_complex_006/metrics/complex/dockq.json,awaiting_strict_blind_evidence_files,"strict_blind_replacement_identity_required,core_files_required,no_leak_required,ablation_required,calibration_required,ablation_layer_prediction_pdb_missing,best_model_rank_required_1_to_5,best_native_metric_required_numeric,best_score_required_numeric,current_casp17_target_must_be_false,leakage_clearance_required,native_pdb_not_found,native_release_date_required_iso_date,operator_clearance_required,other_team_model_used_must_be_false,placeholder_target_id,post_release_information_used_must_be_false,prediction_created_at_required_iso_date,prediction_generated_before_native_release_required,prediction_pdb_not_found,public_template_or_native_used_for_prediction_must_be_false,selected_model_rank_required_1_to_5,selected_native_metric_required_numeric,selected_score_required_numeric,leakage_clearance_missing_or_not_clear,native_pdb_missing,prediction_pdb_missing",fill strict-blind core evidence before metric calculation,casp17/win_tier_metric_surface_contract/31_hist_required_complex_006,casp17/win_tier_metric_surface_contract/31_hist_required_complex_006/METRIC_SURFACE.md,casp17/win_tier_metric_surface_contract/31_hist_required_complex_006/metric_surface_requirements.csv,excluded_from_competitive_proof,False
31_08_ics,31,hist_REQUIRED_COMPLEX_006,REQUIRED_COMPLEX_006,complex,ICS,complex_interface,scope_core_metric,interface contact map,runs/casp17_historical_benchmark_predictions_current/REQUIRED_COMPLEX_006_prediction.pdb,runs/casp17_historical_benchmark_natives_current/REQUIRED_COMPLEX_006_native.pdb,casp17/win_tier_metric_surface_contract/31_hist_required_complex_006/metrics/complex/ics.json,awaiting_strict_blind_evidence_files,"strict_blind_replacement_identity_required,core_files_required,no_leak_required,ablation_required,calibration_required,ablation_layer_prediction_pdb_missing,best_model_rank_required_1_to_5,best_native_metric_required_numeric,best_score_required_numeric,current_casp17_target_must_be_false,leakage_clearance_required,native_pdb_not_found,native_release_date_required_iso_date,operator_clearance_required,other_team_model_used_must_be_false,placeholder_target_id,post_release_information_used_must_be_false,prediction_created_at_required_iso_date,prediction_generated_before_native_release_required,prediction_pdb_not_found,public_template_or_native_used_for_prediction_must_be_false,selected_model_rank_required_1_to_5,selected_native_metric_required_numeric,selected_score_required_numeric,leakage_clearance_missing_or_not_clear,native_pdb_missing,prediction_pdb_missing",fill strict-blind core evidence before metric calculation,casp17/win_tier_metric_surface_contract/31_hist_required_complex_006,casp17/win_tier_metric_surface_contract/31_hist_required_complex_006/METRIC_SURFACE.md,casp17/win_tier_metric_surface_contract/31_hist_required_complex_006/metric_surface_requirements.csv,excluded_from_competitive_proof,False
31_09_ips,31,hist_REQUIRED_COMPLEX_006,REQUIRED_COMPLEX_006,complex,IPS,complex_interface,scope_core_metric,interface patch map,runs/casp17_historical_benchmark_predictions_current/REQUIRED_COMPLEX_006_prediction.pdb,runs/casp17_historical_benchmark_natives_current/REQUIRED_COMPLEX_006_native.pdb,casp17/win_tier_metric_surface_contract/31_hist_required_complex_006/metrics/complex/ips.json,awaiting_strict_blind_evidence_files,"strict_blind_replacement_identity_required,core_files_required,no_leak_required,ablation_required,calibration_required,ablation_layer_prediction_pdb_missing,best_model_rank_required_1_to_5,best_native_metric_required_numeric,best_score_required_numeric,current_casp17_target_must_be_false,leakage_clearance_required,native_pdb_not_found,native_release_date_required_iso_date,operator_clearance_required,other_team_model_used_must_be_false,placeholder_target_id,post_release_information_used_must_be_false,prediction_created_at_required_iso_date,prediction_generated_before_native_release_required,prediction_pdb_not_found,public_template_or_native_used_for_prediction_must_be_false,selected_model_rank_required_1_to_5,selected_native_metric_required_numeric,selected_score_required_numeric,leakage_clearance_missing_or_not_clear,native_pdb_missing,prediction_pdb_missing",fill strict-blind core evidence before metric calculation,casp17/win_tier_metric_surface_contract/31_hist_required_complex_006,casp17/win_tier_metric_surface_contract/31_hist_required_complex_006/METRIC_SURFACE.md,casp17/win_tier_metric_surface_contract/31_hist_required_complex_006/metric_surface_requirements.csv,excluded_from_competitive_proof,False
31_10_lddt_pli,31,hist_REQUIRED_COMPLEX_006,REQUIRED_COMPLEX_006,complex,LDDT-PLI,ligand_pose,organic_ligand_category_slot_required,receptor ligand interaction map,runs/casp17_historical_benchmark_predictions_current/REQUIRED_COMPLEX_006_prediction.pdb,runs/casp17_historical_benchmark_natives_current/REQUIRED_COMPLEX_006_native.pdb,casp17/win_tier_metric_surface_contract/31_hist_required_complex_006/metrics/ligand/lddt_pli.json,awaiting_strict_blind_evidence_files,"strict_blind_replacement_identity_required,core_files_required,no_leak_required,ablation_required,calibration_required,ablation_layer_prediction_pdb_missing,best_model_rank_required_1_to_5,best_native_metric_required_numeric,best_score_required_numeric,current_casp17_target_must_be_false,leakage_clearance_required,native_pdb_not_found,native_release_date_required_iso_date,operator_clearance_required,other_team_model_used_must_be_false,placeholder_target_id,post_release_information_used_must_be_false,prediction_created_at_required_iso_date,prediction_generated_before_native_release_required,prediction_pdb_not_found,public_template_or_native_used_for_prediction_must_be_false,selected_model_rank_required_1_to_5,selected_native_metric_required_numeric,selected_score_required_numeric,leakage_clearance_missing_or_not_clear,native_pdb_missing,prediction_pdb_missing",fill strict-blind core evidence before metric calculation,casp17/win_tier_metric_surface_contract/31_hist_required_complex_006,casp17/win_tier_metric_surface_contract/31_hist_required_complex_006/METRIC_SURFACE.md,casp17/win_tier_metric_surface_contract/31_hist_required_complex_006/metric_surface_requirements.csv,excluded_from_competitive_proof,False
