target,ligand_id,reference_binding_kcal_mol,is_binder,source
EGFR_KINASE,erlotinib,-9.2,1,literature_proxy_v2
EGFR_KINASE,nilotinib,-8.3,1,literature_proxy_v2
EGFR_KINASE,imatinib,-7.4,1,literature_proxy_v2
EGFR_KINASE,ibuprofen,-2.1,0,literature_proxy_v2
EGFR_KINASE,aspirin,-1.1,0,literature_proxy_v2
EGFR_KINASE,caffeine,-0.6,0,literature_proxy_v2
TRPV1_ION_CHANNEL_BLIND,chembl2177429,-15.004,1,chembl_blind_adrb2_v1:Ki:pchembl=11.00
TRPV1_ION_CHANNEL_BLIND,chembl3393837,-14.595,1,chembl_blind_adrb2_v1:Ki:pchembl=10.70
TRPV1_ION_CHANNEL_BLIND,chembl3407762,-14.595,1,chembl_blind_adrb2_v1:Ki:pchembl=10.70
TRPV1_ION_CHANNEL_BLIND,chembl3627723,-14.349,1,chembl_blind_adrb2_v1:Ki:pchembl=10.52
TRPV1_ION_CHANNEL_BLIND,chembl3627950,-14.349,1,chembl_blind_adrb2_v1:Ki:pchembl=10.52
TRPV1_ION_CHANNEL_BLIND,chembl3407765,-14.186,1,chembl_blind_adrb2_v1:Ki:pchembl=10.40
TRPV1_ION_CHANNEL_BLIND,chembl3689037,-14.186,1,chembl_blind_adrb2_v1:Ki:pchembl=10.40
TRPV1_ION_CHANNEL_BLIND,chembl2442912,-14.049,1,chembl_blind_adrb2_v1:Ki:pchembl=10.30
TRPV1_ION_CHANNEL_BLIND,chembl3314406,-13.640,1,chembl_blind_adrb2_v1:Ki:pchembl=10.00
TRPV1_ION_CHANNEL_BLIND,chembl3427109,-13.640,1,chembl_blind_adrb2_v1:Ki:pchembl=10.00
TRPV1_ION_CHANNEL_BLIND,chembl5926013,-13.640,1,chembl_blind_adrb2_v1:Ki:pchembl=10.00
TRPV1_ION_CHANNEL_BLIND,chembl228451,-13.585,1,chembl_blind_adrb2_v1:IC50:pchembl=9.96
TRPV1_ION_CHANNEL_BLIND,chembl441472,-13.394,1,chembl_blind_adrb2_v1:IC50:pchembl=9.82
TRPV1_ION_CHANNEL_BLIND,chembl2177440,-13.231,1,chembl_blind_adrb2_v1:Ki:pchembl=9.70
TRPV1_ION_CHANNEL_BLIND,chembl3314389,-13.231,1,chembl_blind_adrb2_v1:Ki:pchembl=9.70
TRPV1_ION_CHANNEL_BLIND,chembl3317476,-13.231,1,chembl_blind_adrb2_v1:Ki:pchembl=9.70
TRPV1_ION_CHANNEL_BLIND,chembl4781687,-13.053,1,chembl_blind_adrb2_v1:IC50:pchembl=9.57
TRPV1_ION_CHANNEL_BLIND,chembl2385220,-12.985,1,chembl_blind_adrb2_v1:Ki:pchembl=9.52
TRPV1_ION_CHANNEL_BLIND,chembl2385246,-12.985,1,chembl_blind_adrb2_v1:Ki:pchembl=9.52
TRPV1_ION_CHANNEL_BLIND,chembl2385248,-12.985,1,chembl_blind_adrb2_v1:Ki:pchembl=9.52
TRPV1_ION_CHANNEL_BLIND,chembl2385418,-12.985,1,chembl_blind_adrb2_v1:Ki:pchembl=9.52
TRPV1_ION_CHANNEL_BLIND,chembl323134,-12.985,1,chembl_blind_adrb2_v1:Ki:pchembl=9.52
TRPV1_ION_CHANNEL_BLIND,chembl3317484,-12.985,1,chembl_blind_adrb2_v1:Ki:pchembl=9.52
TRPV1_ION_CHANNEL_BLIND,chembl3629486,-12.985,1,chembl_blind_adrb2_v1:Ki:pchembl=9.52
TRPV1_ION_CHANNEL_BLIND,chembl398338,-12.985,1,chembl_blind_adrb2_v1:Ki:pchembl=9.52
TRPV1_ION_CHANNEL_BLIND,chembl4782906,-12.985,1,chembl_blind_adrb2_v1:Ki:pchembl=9.52
TRPV1_ION_CHANNEL_BLIND,chembl5969459,-12.985,1,chembl_blind_adrb2_v1:Ki:pchembl=9.52
TRPV1_ION_CHANNEL_BLIND,chembl2385249,-12.822,1,chembl_blind_adrb2_v1:Ki:pchembl=9.40
TRPV1_ION_CHANNEL_BLIND,chembl3393836,-12.822,1,chembl_blind_adrb2_v1:Ki:pchembl=9.40
TRPV1_ION_CHANNEL_BLIND,chembl3629494,-12.822,1,chembl_blind_adrb2_v1:Ki:pchembl=9.40
TRPV1_ION_CHANNEL_BLIND,chembl3629497,-12.822,1,chembl_blind_adrb2_v1:Ki:pchembl=9.40
TRPV1_ION_CHANNEL_BLIND,chembl4111432,-12.822,1,chembl_blind_adrb2_v1:IC50:pchembl=9.40
TRPV1_ION_CHANNEL_BLIND,chembl4471708,-12.740,1,chembl_blind_adrb2_v1:Ki:pchembl=9.34
TRPV1_ION_CHANNEL_BLIND,chembl5406113,-12.740,1,chembl_blind_adrb2_v1:IC50:pchembl=9.34
TRPV1_ION_CHANNEL_BLIND,chembl17976,-12.712,1,chembl_blind_adrb2_v1:Ki:pchembl=9.32
TRPV1_ION_CHANNEL_BLIND,chembl2385223,-12.685,1,chembl_blind_adrb2_v1:Ki:pchembl=9.30
TRPV1_ION_CHANNEL_BLIND,chembl2385224,-12.685,1,chembl_blind_adrb2_v1:Ki:pchembl=9.30
TRPV1_ION_CHANNEL_BLIND,chembl3407760,-12.685,1,chembl_blind_adrb2_v1:Ki:pchembl=9.30
TRPV1_ION_CHANNEL_BLIND,chembl3627944,-12.685,1,chembl_blind_adrb2_v1:Ki:pchembl=9.30
TRPV1_ION_CHANNEL_BLIND,chembl3627953,-12.685,1,chembl_blind_adrb2_v1:Ki:pchembl=9.30
TRPV1_ION_CHANNEL_BLIND,chembl3910069,-12.685,1,chembl_blind_adrb2_v1:IC50:pchembl=9.30
TRPV1_ION_CHANNEL_BLIND,chembl3770682,-12.644,1,chembl_blind_adrb2_v1:Ki:pchembl=9.27
TRPV1_ION_CHANNEL_BLIND,chembl4077829,-12.590,1,chembl_blind_adrb2_v1:Kd:pchembl=9.23
TRPV1_ION_CHANNEL_BLIND,chembl3317497,-12.576,1,chembl_blind_adrb2_v1:Ki:pchembl=9.22
TRPV1_ION_CHANNEL_BLIND,chembl3627941,-12.576,1,chembl_blind_adrb2_v1:Ki:pchembl=9.22
TRPV1_ION_CHANNEL_BLIND,chembl3629228,-12.576,1,chembl_blind_adrb2_v1:Ki:pchembl=9.22
TRPV1_ION_CHANNEL_BLIND,chembl3629233,-12.576,1,chembl_blind_adrb2_v1:Ki:pchembl=9.22
TRPV1_ION_CHANNEL_BLIND,chembl5870884,-12.576,1,chembl_blind_adrb2_v1:Ki:pchembl=9.22
TRPV1_ION_CHANNEL_BLIND,chembl4787931,-12.535,1,chembl_blind_adrb2_v1:IC50:pchembl=9.19
TRPV1_ION_CHANNEL_BLIND,chembl4553702,-12.508,1,chembl_blind_adrb2_v1:Ki:pchembl=9.17
