pool_rank,target_id,model_set_id,model_rank,tar_member_path,filename,model_serial,af_engine,af_protocol,seed,sample,pred,rerank_bucket,selection_rank,selected_for_balanced_extract,extract_destination,extraction_status,claim_boundary
7,H2319,H2319_T333,2,H2319_all_pdbs/Model_7972_af3_woUnpaired_woTemplates_af3_seed_12165_sample_2_pred_92.cif,Model_7972_af3_woUnpaired_woTemplates_af3_seed_12165_sample_2_pred_92.cif,7972,AF3,af3_woUnpaired_woTemplates,12165,2,92,woUnpaired_woTemplates,,False,casp17/massivefold_external_pool_intake/h2319_t333/extracted_models/H2319_all_pdbs/Model_7972_af3_woUnpaired_woTemplates_af3_seed_12165_sample_2_pred_92.cif,awaiting_extract,"MassiveFold model pool index only. It parses organizer-provided external model tarball listings and stages balanced extraction/rerank candidates. These models remain external rerank and accuracy-estimation inputs, not internal predictions, not CASP submissions, and not competitive-proof evidence."
7,H2319,H2319_T333,43,H2319_all_pdbs/Model_11615_af3_woUnpaired_woTemplates_af3_seed_503231_sample_0_pred_810.cif,Model_11615_af3_woUnpaired_woTemplates_af3_seed_503231_sample_0_pred_810.cif,11615,AF3,af3_woUnpaired_woTemplates,503231,0,810,woUnpaired_woTemplates,,False,casp17/massivefold_external_pool_intake/h2319_t333/extracted_models/H2319_all_pdbs/Model_11615_af3_woUnpaired_woTemplates_af3_seed_503231_sample_0_pred_810.cif,awaiting_extract,"MassiveFold model pool index only. It parses organizer-provided external model tarball listings and stages balanced extraction/rerank candidates. These models remain external rerank and accuracy-estimation inputs, not internal predictions, not CASP submissions, and not competitive-proof evidence."
7,H2319,H2319_T333,55,H2319_all_pdbs/Model_7412_af3_woUnpaired_woTemplates_af3_seed_503233_sample_4_pred_824.cif,Model_7412_af3_woUnpaired_woTemplates_af3_seed_503233_sample_4_pred_824.cif,7412,AF3,af3_woUnpaired_woTemplates,503233,4,824,woUnpaired_woTemplates,,False,casp17/massivefold_external_pool_intake/h2319_t333/extracted_models/H2319_all_pdbs/Model_7412_af3_woUnpaired_woTemplates_af3_seed_503233_sample_4_pred_824.cif,awaiting_extract,"MassiveFold model pool index only. It parses organizer-provided external model tarball listings and stages balanced extraction/rerank candidates. These models remain external rerank and accuracy-estimation inputs, not internal predictions, not CASP submissions, and not competitive-proof evidence."
7,H2319,H2319_T333,62,H2319_all_pdbs/Model_6245_af3_woUnpaired_woTemplates_af3_seed_14277_sample_4_pred_209.cif,Model_6245_af3_woUnpaired_woTemplates_af3_seed_14277_sample_4_pred_209.cif,6245,AF3,af3_woUnpaired_woTemplates,14277,4,209,woUnpaired_woTemplates,,False,casp17/massivefold_external_pool_intake/h2319_t333/extracted_models/H2319_all_pdbs/Model_6245_af3_woUnpaired_woTemplates_af3_seed_14277_sample_4_pred_209.cif,awaiting_extract,"MassiveFold model pool index only. It parses organizer-provided external model tarball listings and stages balanced extraction/rerank candidates. These models remain external rerank and accuracy-estimation inputs, not internal predictions, not CASP submissions, and not competitive-proof evidence."
7,H2319,H2319_T333,63,H2319_all_pdbs/Model_9807_af3_woUnpaired_woTemplates_af3_seed_430675_sample_0_pred_420.cif,Model_9807_af3_woUnpaired_woTemplates_af3_seed_430675_sample_0_pred_420.cif,9807,AF3,af3_woUnpaired_woTemplates,430675,0,420,woUnpaired_woTemplates,,False,casp17/massivefold_external_pool_intake/h2319_t333/extracted_models/H2319_all_pdbs/Model_9807_af3_woUnpaired_woTemplates_af3_seed_430675_sample_0_pred_420.cif,awaiting_extract,"MassiveFold model pool index only. It parses organizer-provided external model tarball listings and stages balanced extraction/rerank candidates. These models remain external rerank and accuracy-estimation inputs, not internal predictions, not CASP submissions, and not competitive-proof evidence."
7,H2319,H2319_T333,64,H2319_all_pdbs/Model_9748_af3_woUnpaired_woTemplates_af3_seed_12154_sample_2_pred_37.cif,Model_9748_af3_woUnpaired_woTemplates_af3_seed_12154_sample_2_pred_37.cif,9748,AF3,af3_woUnpaired_woTemplates,12154,2,37,woUnpaired_woTemplates,,False,casp17/massivefold_external_pool_intake/h2319_t333/extracted_models/H2319_all_pdbs/Model_9748_af3_woUnpaired_woTemplates_af3_seed_12154_sample_2_pred_37.cif,awaiting_extract,"MassiveFold model pool index only. It parses organizer-provided external model tarball listings and stages balanced extraction/rerank candidates. These models remain external rerank and accuracy-estimation inputs, not internal predictions, not CASP submissions, and not competitive-proof evidence."
7,H2319,H2319_T333,66,H2319_all_pdbs/Model_9572_af3_woUnpaired_woTemplates_af3_seed_430668_sample_1_pred_386.cif,Model_9572_af3_woUnpaired_woTemplates_af3_seed_430668_sample_1_pred_386.cif,9572,AF3,af3_woUnpaired_woTemplates,430668,1,386,woUnpaired_woTemplates,,False,casp17/massivefold_external_pool_intake/h2319_t333/extracted_models/H2319_all_pdbs/Model_9572_af3_woUnpaired_woTemplates_af3_seed_430668_sample_1_pred_386.cif,awaiting_extract,"MassiveFold model pool index only. It parses organizer-provided external model tarball listings and stages balanced extraction/rerank candidates. These models remain external rerank and accuracy-estimation inputs, not internal predictions, not CASP submissions, and not competitive-proof evidence."
7,H2319,H2319_T333,70,H2319_all_pdbs/Model_9552_af3_woUnpaired_woTemplates_af3_seed_14273_sample_0_pred_185.cif,Model_9552_af3_woUnpaired_woTemplates_af3_seed_14273_sample_0_pred_185.cif,9552,AF3,af3_woUnpaired_woTemplates,14273,0,185,woUnpaired_woTemplates,,False,casp17/massivefold_external_pool_intake/h2319_t333/extracted_models/H2319_all_pdbs/Model_9552_af3_woUnpaired_woTemplates_af3_seed_14273_sample_0_pred_185.cif,awaiting_extract,"MassiveFold model pool index only. It parses organizer-provided external model tarball listings and stages balanced extraction/rerank candidates. These models remain external rerank and accuracy-estimation inputs, not internal predictions, not CASP submissions, and not competitive-proof evidence."
7,H2319,H2319_T333,74,H2319_all_pdbs/Model_9598_af3_woUnpaired_woTemplates_af3_seed_896758_sample_4_pred_694.cif,Model_9598_af3_woUnpaired_woTemplates_af3_seed_896758_sample_4_pred_694.cif,9598,AF3,af3_woUnpaired_woTemplates,896758,4,694,woUnpaired_woTemplates,,False,casp17/massivefold_external_pool_intake/h2319_t333/extracted_models/H2319_all_pdbs/Model_9598_af3_woUnpaired_woTemplates_af3_seed_896758_sample_4_pred_694.cif,awaiting_extract,"MassiveFold model pool index only. It parses organizer-provided external model tarball listings and stages balanced extraction/rerank candidates. These models remain external rerank and accuracy-estimation inputs, not internal predictions, not CASP submissions, and not competitive-proof evidence."
7,H2319,H2319_T333,76,H2319_all_pdbs/Model_11545_af3_woUnpaired_woTemplates_af3_seed_746744_sample_2_pred_347.cif,Model_11545_af3_woUnpaired_woTemplates_af3_seed_746744_sample_2_pred_347.cif,11545,AF3,af3_woUnpaired_woTemplates,746744,2,347,woUnpaired_woTemplates,,False,casp17/massivefold_external_pool_intake/h2319_t333/extracted_models/H2319_all_pdbs/Model_11545_af3_woUnpaired_woTemplates_af3_seed_746744_sample_2_pred_347.cif,awaiting_extract,"MassiveFold model pool index only. It parses organizer-provided external model tarball listings and stages balanced extraction/rerank candidates. These models remain external rerank and accuracy-estimation inputs, not internal predictions, not CASP submissions, and not competitive-proof evidence."
