quality_rank,target_id,selection_rank,model_serial,filename,rerank_bucket,seed,sample,pred,confidence_score,mean_b_iso,median_b_iso,min_b_iso,low_conf_atom_fraction,high_conf_atom_fraction,geometry_outlier_score,radius_of_gyration,bbox_diagonal,centroid_spread,diversity_to_model1_rmsd,nearest_top5_rmsd,top5_selection_rank,model1_candidate,top5_candidate,model_selection_status,model_cif_path,viewer_html_path,projection_svg_path,model_review_md_path,rerank_model_folder,blockers,claim_boundary
1,R2353,21,7,Model_7_af3_woPaired_af3_seed_634615_sample_2_pred_387.cif,woPaired,634615,2,387,80.52762,73.668,75.12,34.36,0.03937,0.76743,0.682,36.518,182.359,1.072,0.0,45.139,1,True,True,model1_candidate,casp17/massivefold_representative_viewers/r2353/selection_021_woPaired_model_7/model.cif,casp17/massivefold_representative_viewers/r2353/selection_021_woPaired_model_7/viewer.html,casp17/massivefold_representative_viewers/r2353/selection_021_woPaired_model_7/projection.svg,casp17/massivefold_representative_viewers/r2353/selection_021_woPaired_model_7/MODEL_REVIEW.md,casp17/massivefold_representative_rerank/r2353/top5/rank_01_selection_021_woPaired,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
2,R2353,32,1,Model_1_af3_woUnpaired_woPaired_af3_seed_3136_sample_2_pred_617.cif,woUnpaired_woPaired,3136,2,617,80.43482,73.666,75.27,33.34,0.04175,0.76803,1.912,36.424,172.362,1.923,55.53,23.011,2,False,True,top5_candidate,casp17/massivefold_representative_viewers/r2353/selection_032_woUnpaired_woPaired_model_1/model.cif,casp17/massivefold_representative_viewers/r2353/selection_032_woUnpaired_woPaired_model_1/viewer.html,casp17/massivefold_representative_viewers/r2353/selection_032_woUnpaired_woPaired_model_1/projection.svg,casp17/massivefold_representative_viewers/r2353/selection_032_woUnpaired_woPaired_model_1/MODEL_REVIEW.md,casp17/massivefold_representative_rerank/r2353/top5/rank_02_selection_032_woUnpaired_woPaired,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
3,R2353,36,5,Model_5_af3_woUnpaired_woPaired_woTemplates_af3_seed_813694_sample_1_pred_871.cif,woUnpaired_woPaired_woTemplates,813694,1,871,80.4287,73.628,75.18,36.58,0.04163,0.76767,1.085,36.589,176.056,0.295,57.936,23.011,3,False,True,top5_candidate,casp17/massivefold_representative_viewers/r2353/selection_036_woUnpaired_woPaired_woTemplates_model_5/model.cif,casp17/massivefold_representative_viewers/r2353/selection_036_woUnpaired_woPaired_woTemplates_model_5/viewer.html,casp17/massivefold_representative_viewers/r2353/selection_036_woUnpaired_woPaired_woTemplates_model_5/projection.svg,casp17/massivefold_representative_viewers/r2353/selection_036_woUnpaired_woPaired_woTemplates_model_5/MODEL_REVIEW.md,casp17/massivefold_representative_rerank/r2353/top5/rank_03_selection_036_woUnpaired_woPaired_woTemplates,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
4,R2353,38,2,Model_2_af3_woPaired_af3_seed_789377_sample_0_pred_585.cif,woPaired,789377,0,585,80.36572,73.593,75.21,38.21,0.03368,0.7481,0.867,36.797,177.758,1.913,50.939,20.801,0,False,False,review_candidate,casp17/massivefold_representative_viewers/r2353/selection_038_woPaired_model_2/model.cif,casp17/massivefold_representative_viewers/r2353/selection_038_woPaired_model_2/viewer.html,casp17/massivefold_representative_viewers/r2353/selection_038_woPaired_model_2/projection.svg,casp17/massivefold_representative_viewers/r2353/selection_038_woPaired_model_2/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
5,R2353,27,17,Model_17_af3_woPaired_af3_seed_789364_sample_0_pred_520.cif,woPaired,789364,0,520,80.35816,73.552,75.195,35.51,0.0408,0.76898,1.691,36.454,186.62,2.894,54.763,46.896,0,False,False,review_candidate,casp17/massivefold_representative_viewers/r2353/selection_027_woPaired_model_17/model.cif,casp17/massivefold_representative_viewers/r2353/selection_027_woPaired_model_17/viewer.html,casp17/massivefold_representative_viewers/r2353/selection_027_woPaired_model_17/projection.svg,casp17/massivefold_representative_viewers/r2353/selection_027_woPaired_model_17/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
6,R2353,22,6,Model_6_af3_woUnpaired_woPaired_af3_seed_216751_sample_1_pred_951.cif,woUnpaired_woPaired,216751,1,951,80.33316,73.552,74.99,37.5,0.04281,0.76542,0.421,36.651,178.959,2.16,34.244,34.244,0,False,False,review_candidate,casp17/massivefold_representative_viewers/r2353/selection_022_woUnpaired_woPaired_model_6/model.cif,casp17/massivefold_representative_viewers/r2353/selection_022_woUnpaired_woPaired_model_6/viewer.html,casp17/massivefold_representative_viewers/r2353/selection_022_woUnpaired_woPaired_model_6/projection.svg,casp17/massivefold_representative_viewers/r2353/selection_022_woUnpaired_woPaired_model_6/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
7,R2353,17,35,Model_35_af3_woUnpaired_woTemplates_af3_seed_639646_sample_3_pred_853.cif,woUnpaired_woTemplates,639646,3,853,80.1173,73.502,75.145,37.23,0.04459,0.76435,3.41,36.46,166.239,0.339,55.531,38.731,4,False,True,top5_candidate,casp17/massivefold_representative_viewers/r2353/selection_017_woUnpaired_woTemplates_model_35/model.cif,casp17/massivefold_representative_viewers/r2353/selection_017_woUnpaired_woTemplates_model_35/viewer.html,casp17/massivefold_representative_viewers/r2353/selection_017_woUnpaired_woTemplates_model_35/projection.svg,casp17/massivefold_representative_viewers/r2353/selection_017_woUnpaired_woTemplates_model_35/MODEL_REVIEW.md,casp17/massivefold_representative_rerank/r2353/top5/rank_04_selection_017_woUnpaired_woTemplates,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
8,R2353,20,26,Model_26_af3_woUnpaired_af3_seed_166439_sample_4_pred_334.cif,woUnpaired,166439,4,334,80.1145,73.412,75.13,31.93,0.03997,0.75771,1.88,36.406,187.184,2.042,45.139,38.731,5,False,True,top5_candidate,casp17/massivefold_representative_viewers/r2353/selection_020_woUnpaired_model_26/model.cif,casp17/massivefold_representative_viewers/r2353/selection_020_woUnpaired_model_26/viewer.html,casp17/massivefold_representative_viewers/r2353/selection_020_woUnpaired_model_26/projection.svg,casp17/massivefold_representative_viewers/r2353/selection_020_woUnpaired_model_26/MODEL_REVIEW.md,casp17/massivefold_representative_rerank/r2353/top5/rank_05_selection_020_woUnpaired,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
9,R2353,18,46,Model_46_af3_woUnpaired_woTemplates_af3_seed_158868_sample_3_pred_538.cif,woUnpaired_woTemplates,158868,3,538,80.03622,73.455,74.87,37.15,0.03771,0.73861,1.267,36.665,184.11,1.971,34.406,22.349,0,False,False,review_candidate,casp17/massivefold_representative_viewers/r2353/selection_018_woUnpaired_woTemplates_model_46/model.cif,casp17/massivefold_representative_viewers/r2353/selection_018_woUnpaired_woTemplates_model_46/viewer.html,casp17/massivefold_representative_viewers/r2353/selection_018_woUnpaired_woTemplates_model_46/projection.svg,casp17/massivefold_representative_viewers/r2353/selection_018_woUnpaired_woTemplates_model_46/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
10,R2353,25,22,Model_22_af3_basic_af3_seed_143521_sample_4_pred_934.cif,basic,143521,4,934,80.02434,73.349,75.005,32.71,0.04364,0.75783,0.754,36.564,182.465,1.765,58.683,48.327,0,False,False,review_candidate,casp17/massivefold_representative_viewers/r2353/selection_025_basic_model_22/model.cif,casp17/massivefold_representative_viewers/r2353/selection_025_basic_model_22/viewer.html,casp17/massivefold_representative_viewers/r2353/selection_025_basic_model_22/projection.svg,casp17/massivefold_representative_viewers/r2353/selection_025_basic_model_22/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
