quality_rank,target_id,selection_rank,model_serial,filename,rerank_bucket,seed,sample,pred,confidence_score,mean_b_iso,median_b_iso,min_b_iso,low_conf_atom_fraction,high_conf_atom_fraction,geometry_outlier_score,radius_of_gyration,bbox_diagonal,centroid_spread,diversity_to_model1_rmsd,nearest_top5_rmsd,top5_selection_rank,model1_candidate,top5_candidate,model_selection_status,model_cif_path,viewer_html_path,projection_svg_path,model_review_md_path,rerank_model_folder,blockers,claim_boundary
1,H2335,30,7830,Model_7830_afm_basic_model_5_multimer_v1_pred_39.pdb,afm_basic_v1,0,5,39,94.11582,86.328,90.44,37.1,0.04696,0.90013,6.857,48.159,232.149,4.577,0.0,21.59,1,True,True,model1_candidate,casp17/massivefold_representative_viewers/h2335/selection_030_afm_basic_v1_model_7830/model.cif,casp17/massivefold_representative_viewers/h2335/selection_030_afm_basic_v1_model_7830/viewer.html,casp17/massivefold_representative_viewers/h2335/selection_030_afm_basic_v1_model_7830/projection.svg,casp17/massivefold_representative_viewers/h2335/selection_030_afm_basic_v1_model_7830/MODEL_REVIEW.md,casp17/massivefold_representative_rerank/h2335/top5/rank_01_selection_030_afm_basic_v1,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
2,H2335,116,7731,Model_7731_afm_basic_model_5_multimer_v1_pred_12.pdb,afm_basic_v1,0,5,12,93.92388,86.206,90.55,38.49,0.04841,0.89778,7.293,48.929,227.326,2.936,51.947,51.947,0,False,False,review_candidate,casp17/massivefold_representative_viewers/h2335/selection_116_afm_basic_v1_model_7731/model.cif,casp17/massivefold_representative_viewers/h2335/selection_116_afm_basic_v1_model_7731/viewer.html,casp17/massivefold_representative_viewers/h2335/selection_116_afm_basic_v1_model_7731/projection.svg,casp17/massivefold_representative_viewers/h2335/selection_116_afm_basic_v1_model_7731/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
3,H2335,103,7881,Model_7881_afm_basic_model_5_multimer_v1_pred_47.pdb,afm_basic_v1,0,5,47,93.6897,85.972,90.18,37.49,0.0455,0.89999,9.305,48.596,220.611,3.053,47.145,47.145,0,False,False,review_candidate,casp17/massivefold_representative_viewers/h2335/selection_103_afm_basic_v1_model_7881/model.cif,casp17/massivefold_representative_viewers/h2335/selection_103_afm_basic_v1_model_7881/viewer.html,casp17/massivefold_representative_viewers/h2335/selection_103_afm_basic_v1_model_7881/projection.svg,casp17/massivefold_representative_viewers/h2335/selection_103_afm_basic_v1_model_7881/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
4,H2335,92,7880,Model_7880_afm_basic_model_5_multimer_v1_pred_4.pdb,afm_basic_v1,0,5,4,93.50108,85.687,89.7,39.22,0.04245,0.89508,7.193,48.72,228.562,3.11,61.246,61.246,0,False,False,review_candidate,casp17/massivefold_representative_viewers/h2335/selection_092_afm_basic_v1_model_7880/model.cif,casp17/massivefold_representative_viewers/h2335/selection_092_afm_basic_v1_model_7880/viewer.html,casp17/massivefold_representative_viewers/h2335/selection_092_afm_basic_v1_model_7880/projection.svg,casp17/massivefold_representative_viewers/h2335/selection_092_afm_basic_v1_model_7880/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
5,H2335,40,7735,Model_7735_afm_basic_model_5_multimer_v1_pred_49.pdb,afm_basic_v1,0,5,49,93.11666,85.384,89.95,37.16,0.0527,0.88801,2.336,50.45,241.068,5.436,74.407,65.556,0,False,False,review_candidate,casp17/massivefold_representative_viewers/h2335/selection_040_afm_basic_v1_model_7735/model.cif,casp17/massivefold_representative_viewers/h2335/selection_040_afm_basic_v1_model_7735/viewer.html,casp17/massivefold_representative_viewers/h2335/selection_040_afm_basic_v1_model_7735/projection.svg,casp17/massivefold_representative_viewers/h2335/selection_040_afm_basic_v1_model_7735/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
6,H2335,32,12,Model_12_afm_basic_model_4_multimer_v3_pred_12.pdb,afm_basic_v3,0,4,12,93.0008,85.715,92.2,14.64,0.06836,0.87838,3.27,53.431,251.571,2.011,78.846,40.056,2,False,True,top5_candidate,casp17/massivefold_representative_viewers/h2335/selection_032_afm_basic_v3_model_12/model.cif,casp17/massivefold_representative_viewers/h2335/selection_032_afm_basic_v3_model_12/viewer.html,casp17/massivefold_representative_viewers/h2335/selection_032_afm_basic_v3_model_12/projection.svg,casp17/massivefold_representative_viewers/h2335/selection_032_afm_basic_v3_model_12/MODEL_REVIEW.md,casp17/massivefold_representative_rerank/h2335/top5/rank_02_selection_032_afm_basic_v3,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
7,H2335,67,7964,Model_7964_afm_dropout_full_model_5_multimer_v1_pred_41.pdb,afm_dropout_full_v1,0,5,41,92.90986,85.341,89.71,37.73,0.05624,0.89515,6.446,48.846,231.047,3.61,21.59,21.59,3,False,True,top5_candidate,casp17/massivefold_representative_viewers/h2335/selection_067_afm_dropout_full_v1_model_7964/model.cif,casp17/massivefold_representative_viewers/h2335/selection_067_afm_dropout_full_v1_model_7964/viewer.html,casp17/massivefold_representative_viewers/h2335/selection_067_afm_dropout_full_v1_model_7964/projection.svg,casp17/massivefold_representative_viewers/h2335/selection_067_afm_dropout_full_v1_model_7964/MODEL_REVIEW.md,casp17/massivefold_representative_rerank/h2335/top5/rank_03_selection_067_afm_dropout_full_v1,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
8,H2335,117,7659,Model_7659_cf_woTemplates_model_5_multimer_v1_pred_18.pdb,cf_woTemplates_v1,0,5,18,92.85496,85.253,90.12,37.12,0.04619,0.87354,5.241,48.658,236.616,5.281,52.585,52.585,4,False,True,top5_candidate,casp17/massivefold_representative_viewers/h2335/selection_117_cf_woTemplates_v1_model_7659/model.cif,casp17/massivefold_representative_viewers/h2335/selection_117_cf_woTemplates_v1_model_7659/viewer.html,casp17/massivefold_representative_viewers/h2335/selection_117_cf_woTemplates_v1_model_7659/projection.svg,casp17/massivefold_representative_viewers/h2335/selection_117_cf_woTemplates_v1_model_7659/MODEL_REVIEW.md,casp17/massivefold_representative_rerank/h2335/top5/rank_04_selection_117_cf_woTemplates_v1,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
9,H2335,38,18,Model_18_afm_basic_model_4_multimer_v3_pred_5.pdb,afm_basic_v3,0,4,5,92.8195,85.606,91.97,14.38,0.06898,0.87707,4.44,53.495,255.995,1.829,90.266,49.982,0,False,False,review_candidate,casp17/massivefold_representative_viewers/h2335/selection_038_afm_basic_v3_model_18/model.cif,casp17/massivefold_representative_viewers/h2335/selection_038_afm_basic_v3_model_18/viewer.html,casp17/massivefold_representative_viewers/h2335/selection_038_afm_basic_v3_model_18/projection.svg,casp17/massivefold_representative_viewers/h2335/selection_038_afm_basic_v3_model_18/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
10,H2335,10,7965,Model_7965_afm_dropout_full_model_5_multimer_v1_pred_55.pdb,afm_dropout_full_v1,0,5,55,92.78126,85.118,89.39,34.84,0.05049,0.89563,7.081,48.157,231.262,3.189,47.15,16.372,0,False,False,review_candidate,casp17/massivefold_representative_viewers/h2335/selection_010_afm_dropout_full_v1_model_7965/model.cif,casp17/massivefold_representative_viewers/h2335/selection_010_afm_dropout_full_v1_model_7965/viewer.html,casp17/massivefold_representative_viewers/h2335/selection_010_afm_dropout_full_v1_model_7965/projection.svg,casp17/massivefold_representative_viewers/h2335/selection_010_afm_dropout_full_v1_model_7965/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
