quality_rank,target_id,selection_rank,model_serial,filename,rerank_bucket,seed,sample,pred,confidence_score,mean_b_iso,median_b_iso,min_b_iso,low_conf_atom_fraction,high_conf_atom_fraction,geometry_outlier_score,radius_of_gyration,bbox_diagonal,centroid_spread,diversity_to_model1_rmsd,nearest_top5_rmsd,top5_selection_rank,model1_candidate,top5_candidate,model_selection_status,model_cif_path,viewer_html_path,projection_svg_path,model_review_md_path,rerank_model_folder,blockers,claim_boundary
1,H2319,125,1,Model_1_afm_basic_model_4_multimer_v3_pred_25.pdb,afm_basic_v3,0,4,25,105.48786,95.595,97.22,56.73,0.0,0.99433,1.261,34.92,164.925,1.619,0.0,29.335,1,True,True,model1_candidate,casp17/massivefold_representative_viewers/h2319/selection_125_afm_basic_v3_model_1/model.cif,casp17/massivefold_representative_viewers/h2319/selection_125_afm_basic_v3_model_1/viewer.html,casp17/massivefold_representative_viewers/h2319/selection_125_afm_basic_v3_model_1/projection.svg,casp17/massivefold_representative_viewers/h2319/selection_125_afm_basic_v3_model_1/MODEL_REVIEW.md,casp17/massivefold_representative_rerank/h2319/top5/rank_01_selection_125_afm_basic_v3,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
2,H2319,40,3,Model_3_afm_basic_model_4_multimer_v3_pred_2.pdb,afm_basic_v3,0,4,2,105.22798,95.342,97.09,57.18,0.0,0.99433,1.433,34.823,166.0,1.679,57.786,50.874,0,False,False,review_candidate,casp17/massivefold_representative_viewers/h2319/selection_040_afm_basic_v3_model_3/model.cif,casp17/massivefold_representative_viewers/h2319/selection_040_afm_basic_v3_model_3/viewer.html,casp17/massivefold_representative_viewers/h2319/selection_040_afm_basic_v3_model_3/projection.svg,casp17/massivefold_representative_viewers/h2319/selection_040_afm_basic_v3_model_3/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
3,H2319,98,8,Model_8_afm_basic_model_4_multimer_v3_pred_37.pdb,afm_basic_v3,0,4,37,105.0698,95.23,97.05,55.85,0.0,0.99252,2.135,34.905,168.48,1.735,49.335,36.269,0,False,False,review_candidate,casp17/massivefold_representative_viewers/h2319/selection_098_afm_basic_v3_model_8/model.cif,casp17/massivefold_representative_viewers/h2319/selection_098_afm_basic_v3_model_8/viewer.html,casp17/massivefold_representative_viewers/h2319/selection_098_afm_basic_v3_model_8/projection.svg,casp17/massivefold_representative_viewers/h2319/selection_098_afm_basic_v3_model_8/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
4,H2319,49,4,Model_4_afm_basic_model_4_multimer_v3_pred_28.pdb,afm_basic_v3,0,4,28,105.06456,95.17,96.99,54.67,0.0,0.99342,0.991,34.853,163.238,1.72,48.886,29.349,0,False,False,review_candidate,casp17/massivefold_representative_viewers/h2319/selection_049_afm_basic_v3_model_4/model.cif,casp17/massivefold_representative_viewers/h2319/selection_049_afm_basic_v3_model_4/viewer.html,casp17/massivefold_representative_viewers/h2319/selection_049_afm_basic_v3_model_4/projection.svg,casp17/massivefold_representative_viewers/h2319/selection_049_afm_basic_v3_model_4/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
5,H2319,1,2,Model_2_afm_dropout_full_model_4_multimer_v3_pred_65.pdb,afm_dropout_full_v3,0,4,65,104.92274,95.046,96.79,56.03,0.0,0.99433,1.664,34.774,167.121,1.745,52.429,23.482,2,False,True,top5_candidate,casp17/massivefold_representative_viewers/h2319/selection_001_afm_dropout_full_v3_model_2/model.cif,casp17/massivefold_representative_viewers/h2319/selection_001_afm_dropout_full_v3_model_2/viewer.html,casp17/massivefold_representative_viewers/h2319/selection_001_afm_dropout_full_v3_model_2/projection.svg,casp17/massivefold_representative_viewers/h2319/selection_001_afm_dropout_full_v3_model_2/MODEL_REVIEW.md,casp17/massivefold_representative_rerank/h2319/top5/rank_02_selection_001_afm_dropout_full_v3,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
6,H2319,106,5,Model_5_afm_dropout_full_model_4_multimer_v3_pred_10.pdb,afm_dropout_full_v3,0,4,10,104.90484,95.044,96.89,56.32,0.0,0.98994,0.964,34.742,164.45,1.916,57.558,50.977,0,False,False,review_candidate,casp17/massivefold_representative_viewers/h2319/selection_106_afm_dropout_full_v3_model_5/model.cif,casp17/massivefold_representative_viewers/h2319/selection_106_afm_dropout_full_v3_model_5/viewer.html,casp17/massivefold_representative_viewers/h2319/selection_106_afm_dropout_full_v3_model_5/projection.svg,casp17/massivefold_representative_viewers/h2319/selection_106_afm_dropout_full_v3_model_5/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
7,H2319,24,7,Model_7_afm_dropout_full_model_4_multimer_v3_pred_12.pdb,afm_dropout_full_v3,0,4,12,104.83326,94.964,96.74,53.28,0.0,0.99175,1.206,34.809,165.148,1.57,64.135,48.912,0,False,False,review_candidate,casp17/massivefold_representative_viewers/h2319/selection_024_afm_dropout_full_v3_model_7/model.cif,casp17/massivefold_representative_viewers/h2319/selection_024_afm_dropout_full_v3_model_7/viewer.html,casp17/massivefold_representative_viewers/h2319/selection_024_afm_dropout_full_v3_model_7/projection.svg,casp17/massivefold_representative_viewers/h2319/selection_024_afm_dropout_full_v3_model_7/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
8,H2319,116,16,Model_16_afm_basic_model_4_multimer_v3_pred_39.pdb,afm_basic_v3,0,4,39,104.8011,94.947,96.86,55.24,0.0,0.99097,1.39,34.843,165.75,1.703,41.601,41.601,0,False,False,review_candidate,casp17/massivefold_representative_viewers/h2319/selection_116_afm_basic_v3_model_16/model.cif,casp17/massivefold_representative_viewers/h2319/selection_116_afm_basic_v3_model_16/viewer.html,casp17/massivefold_representative_viewers/h2319/selection_116_afm_basic_v3_model_16/projection.svg,casp17/massivefold_representative_viewers/h2319/selection_116_afm_basic_v3_model_16/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
9,H2319,14,11,Model_11_afm_dropout_full_model_4_multimer_v3_pred_4.pdb,afm_dropout_full_v3,0,4,4,104.64758,94.773,96.67,52.0,0.0,0.99059,0.783,34.722,163.807,1.737,63.987,44.793,0,False,False,review_candidate,casp17/massivefold_representative_viewers/h2319/selection_014_afm_dropout_full_v3_model_11/model.cif,casp17/massivefold_representative_viewers/h2319/selection_014_afm_dropout_full_v3_model_11/viewer.html,casp17/massivefold_representative_viewers/h2319/selection_014_afm_dropout_full_v3_model_11/projection.svg,casp17/massivefold_representative_viewers/h2319/selection_014_afm_dropout_full_v3_model_11/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
10,H2319,43,9,Model_9_afm_dropout_full_model_4_multimer_v3_pred_28.pdb,afm_dropout_full_v3,0,4,28,104.6175,94.763,96.75,56.51,0.0,0.98891,0.865,34.785,163.467,1.718,64.076,48.742,0,False,False,review_candidate,casp17/massivefold_representative_viewers/h2319/selection_043_afm_dropout_full_v3_model_9/model.cif,casp17/massivefold_representative_viewers/h2319/selection_043_afm_dropout_full_v3_model_9/viewer.html,casp17/massivefold_representative_viewers/h2319/selection_043_afm_dropout_full_v3_model_9/projection.svg,casp17/massivefold_representative_viewers/h2319/selection_043_afm_dropout_full_v3_model_9/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
11,H2319,87,12,Model_12_afm_basic_model_1_multimer_v2_pred_64.pdb,afm_basic_v2,0,1,64,103.80454,94.023,96.18,53.09,0.0,0.98375,1.399,34.565,166.899,2.034,54.647,23.482,3,False,True,top5_candidate,casp17/massivefold_representative_viewers/h2319/selection_087_afm_basic_v2_model_12/model.cif,casp17/massivefold_representative_viewers/h2319/selection_087_afm_basic_v2_model_12/viewer.html,casp17/massivefold_representative_viewers/h2319/selection_087_afm_basic_v2_model_12/projection.svg,casp17/massivefold_representative_viewers/h2319/selection_087_afm_basic_v2_model_12/MODEL_REVIEW.md,casp17/massivefold_representative_rerank/h2319/top5/rank_03_selection_087_afm_basic_v2,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
12,H2319,51,10,Model_10_afm_dropout_full_model_1_multimer_v2_pred_30.pdb,afm_dropout_full_v2,0,1,30,103.75186,93.949,96.08,55.49,0.0,0.98169,0.351,34.078,164.653,2.048,39.385,27.973,4,False,True,top5_candidate,casp17/massivefold_representative_viewers/h2319/selection_051_afm_dropout_full_v2_model_10/model.cif,casp17/massivefold_representative_viewers/h2319/selection_051_afm_dropout_full_v2_model_10/viewer.html,casp17/massivefold_representative_viewers/h2319/selection_051_afm_dropout_full_v2_model_10/projection.svg,casp17/massivefold_representative_viewers/h2319/selection_051_afm_dropout_full_v2_model_10/MODEL_REVIEW.md,casp17/massivefold_representative_rerank/h2319/top5/rank_04_selection_051_afm_dropout_full_v2,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
13,H2319,5,15,Model_15_afm_dropout_full_model_4_multimer_v2_pred_40.pdb,afm_dropout_full_v2,0,4,40,103.70506,93.924,96.24,51.02,0.0,0.98169,0.896,34.682,164.416,2.327,49.708,49.314,0,False,False,review_candidate,casp17/massivefold_representative_viewers/h2319/selection_005_afm_dropout_full_v2_model_15/model.cif,casp17/massivefold_representative_viewers/h2319/selection_005_afm_dropout_full_v2_model_15/viewer.html,casp17/massivefold_representative_viewers/h2319/selection_005_afm_dropout_full_v2_model_15/projection.svg,casp17/massivefold_representative_viewers/h2319/selection_005_afm_dropout_full_v2_model_15/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
14,H2319,74,23,Model_23_afm_dropout_full_model_1_multimer_v2_pred_15.pdb,afm_dropout_full_v2,0,1,15,103.35282,93.601,95.89,53.22,0.0,0.98001,1.207,34.377,166.882,2.111,63.643,39.736,0,False,False,review_candidate,casp17/massivefold_representative_viewers/h2319/selection_074_afm_dropout_full_v2_model_23/model.cif,casp17/massivefold_representative_viewers/h2319/selection_074_afm_dropout_full_v2_model_23/viewer.html,casp17/massivefold_representative_viewers/h2319/selection_074_afm_dropout_full_v2_model_23/projection.svg,casp17/massivefold_representative_viewers/h2319/selection_074_afm_dropout_full_v2_model_23/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
15,H2319,126,37,Model_37_afm_basic_model_1_multimer_v2_pred_60.pdb,afm_basic_v2,0,1,60,103.18576,93.422,95.66,55.16,0.0,0.97988,0.876,34.132,166.539,2.064,55.021,28.057,0,False,False,review_candidate,casp17/massivefold_representative_viewers/h2319/selection_126_afm_basic_v2_model_37/model.cif,casp17/massivefold_representative_viewers/h2319/selection_126_afm_basic_v2_model_37/viewer.html,casp17/massivefold_representative_viewers/h2319/selection_126_afm_basic_v2_model_37/projection.svg,casp17/massivefold_representative_viewers/h2319/selection_126_afm_basic_v2_model_37/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
16,H2319,11,14,Model_14_afm_dropout_full_model_1_multimer_v2_pred_40.pdb,afm_dropout_full_v2,0,1,40,103.1271,93.443,95.8,54.29,0.0,0.97137,0.74,34.384,162.365,1.846,38.715,5.133,0,False,False,review_candidate,casp17/massivefold_representative_viewers/h2319/selection_011_afm_dropout_full_v2_model_14/model.cif,casp17/massivefold_representative_viewers/h2319/selection_011_afm_dropout_full_v2_model_14/viewer.html,casp17/massivefold_representative_viewers/h2319/selection_011_afm_dropout_full_v2_model_14/projection.svg,casp17/massivefold_representative_viewers/h2319/selection_011_afm_dropout_full_v2_model_14/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
