quality_rank,target_id,selection_rank,model_serial,filename,rerank_bucket,seed,sample,pred,confidence_score,mean_b_iso,median_b_iso,min_b_iso,low_conf_atom_fraction,high_conf_atom_fraction,geometry_outlier_score,radius_of_gyration,bbox_diagonal,centroid_spread,diversity_to_model1_rmsd,nearest_top5_rmsd,top5_selection_rank,model1_candidate,top5_candidate,model_selection_status,model_cif_path,viewer_html_path,projection_svg_path,model_review_md_path,rerank_model_folder,blockers,claim_boundary
1,R2345,13,4,Model_4_af3_woUnpaired_af3_seed_418984_sample_3_pred_713.cif,woUnpaired,418984,3,713,57.89694,58.868,58.5,44.99,0.07007,0.04745,1.104,22.831,95.442,0.652,0.0,20.191,1,True,True,model1_candidate,casp17/massivefold_representative_viewers/r2345/selection_013_woUnpaired_model_4/model.cif,casp17/massivefold_representative_viewers/r2345/selection_013_woUnpaired_model_4/viewer.html,casp17/massivefold_representative_viewers/r2345/selection_013_woUnpaired_model_4/projection.svg,casp17/massivefold_representative_viewers/r2345/selection_013_woUnpaired_model_4/MODEL_REVIEW.md,casp17/massivefold_representative_rerank/r2345/top5/rank_01_selection_013_woUnpaired,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
2,R2345,16,5,Model_5_af3_woPaired_woTemplates_af3_seed_239697_sample_2_pred_712.cif,woPaired_woTemplates,239697,2,712,56.25632,58.341,58.365,41.88,0.12555,0.04964,1.752,22.579,93.858,1.797,39.618,31.057,2,False,True,top5_candidate,casp17/massivefold_representative_viewers/r2345/selection_016_woPaired_woTemplates_model_5/model.cif,casp17/massivefold_representative_viewers/r2345/selection_016_woPaired_woTemplates_model_5/viewer.html,casp17/massivefold_representative_viewers/r2345/selection_016_woPaired_woTemplates_model_5/projection.svg,casp17/massivefold_representative_viewers/r2345/selection_016_woPaired_woTemplates_model_5/MODEL_REVIEW.md,casp17/massivefold_representative_rerank/r2345/top5/rank_02_selection_016_woPaired_woTemplates,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
3,R2345,7,7,Model_7_af3_woUnpaired_woPaired_af3_seed_567474_sample_4_pred_449.cif,woUnpaired_woPaired,567474,4,449,54.92012,57.478,57.455,41.14,0.12993,0.0073,0.807,23.245,97.064,0.865,29.901,29.901,3,False,True,top5_candidate,casp17/massivefold_representative_viewers/r2345/selection_007_woUnpaired_woPaired_model_7/model.cif,casp17/massivefold_representative_viewers/r2345/selection_007_woUnpaired_woPaired_model_7/viewer.html,casp17/massivefold_representative_viewers/r2345/selection_007_woUnpaired_woPaired_model_7/projection.svg,casp17/massivefold_representative_viewers/r2345/selection_007_woUnpaired_woPaired_model_7/MODEL_REVIEW.md,casp17/massivefold_representative_rerank/r2345/top5/rank_03_selection_007_woUnpaired_woPaired,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
4,R2345,8,2,Model_2_af3_woPaired_woTemplates_af3_seed_517562_sample_0_pred_380.cif,woPaired_woTemplates,517562,0,380,54.7524,57.604,57.405,36.53,0.17153,0.06058,0.67,23.155,101.243,0.878,40.145,16.3,0,False,False,review_candidate,casp17/massivefold_representative_viewers/r2345/selection_008_woPaired_woTemplates_model_2/model.cif,casp17/massivefold_representative_viewers/r2345/selection_008_woPaired_woTemplates_model_2/viewer.html,casp17/massivefold_representative_viewers/r2345/selection_008_woPaired_woTemplates_model_2/projection.svg,casp17/massivefold_representative_viewers/r2345/selection_008_woPaired_woTemplates_model_2/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
5,R2345,4,3,Model_3_af3_woUnpaired_af3_seed_841259_sample_2_pred_77.cif,woUnpaired,841259,2,77,54.04924,56.867,56.685,37.35,0.14307,0.00584,0.369,23.344,99.21,1.534,35.064,21.19,0,False,False,review_candidate,casp17/massivefold_representative_viewers/r2345/selection_004_woUnpaired_model_3/model.cif,casp17/massivefold_representative_viewers/r2345/selection_004_woUnpaired_model_3/viewer.html,casp17/massivefold_representative_viewers/r2345/selection_004_woUnpaired_model_3/projection.svg,casp17/massivefold_representative_viewers/r2345/selection_004_woUnpaired_model_3/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
6,R2345,36,41,Model_41_af3_woUnpaired_woTemplates_af3_seed_552323_sample_0_pred_155.cif,woUnpaired_woTemplates,552323,0,155,53.92886,56.901,56.385,42.56,0.14891,0.00365,0.761,22.821,96.854,1.818,40.275,33.448,4,False,True,top5_candidate,casp17/massivefold_representative_viewers/r2345/selection_036_woUnpaired_woTemplates_model_41/model.cif,casp17/massivefold_representative_viewers/r2345/selection_036_woUnpaired_woTemplates_model_41/viewer.html,casp17/massivefold_representative_viewers/r2345/selection_036_woUnpaired_woTemplates_model_41/projection.svg,casp17/massivefold_representative_viewers/r2345/selection_036_woUnpaired_woTemplates_model_41/MODEL_REVIEW.md,casp17/massivefold_representative_rerank/r2345/top5/rank_04_selection_036_woUnpaired_woTemplates,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
7,R2345,38,1,Model_1_af3_woUnpaired_woTemplates_af3_seed_832126_sample_3_pred_458.cif,woUnpaired_woTemplates,832126,3,458,53.60452,56.766,56.965,37.35,0.16204,0.00876,0.207,23.058,99.781,2.042,37.548,25.376,0,False,False,review_candidate,casp17/massivefold_representative_viewers/r2345/selection_038_woUnpaired_woTemplates_model_1/model.cif,casp17/massivefold_representative_viewers/r2345/selection_038_woUnpaired_woTemplates_model_1/viewer.html,casp17/massivefold_representative_viewers/r2345/selection_038_woUnpaired_woTemplates_model_1/projection.svg,casp17/massivefold_representative_viewers/r2345/selection_038_woUnpaired_woTemplates_model_1/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
8,R2345,21,42,Model_42_af3_woUnpaired_woPaired_woTemplates_af3_seed_513300_sample_2_pred_592.cif,woUnpaired_woPaired_woTemplates,513300,2,592,53.51738,56.528,56.575,39.07,0.14891,0.00073,0.993,23.187,102.408,0.851,20.191,20.191,5,False,True,top5_candidate,casp17/massivefold_representative_viewers/r2345/selection_021_woUnpaired_woPaired_woTemplates_model_42/model.cif,casp17/massivefold_representative_viewers/r2345/selection_021_woUnpaired_woPaired_woTemplates_model_42/viewer.html,casp17/massivefold_representative_viewers/r2345/selection_021_woUnpaired_woPaired_woTemplates_model_42/projection.svg,casp17/massivefold_representative_viewers/r2345/selection_021_woUnpaired_woPaired_woTemplates_model_42/MODEL_REVIEW.md,casp17/massivefold_representative_rerank/r2345/top5/rank_05_selection_021_woUnpaired_woPaired_woTemplates,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
9,R2345,39,8,Model_8_af3_woUnpaired_woPaired_af3_seed_299297_sample_3_pred_368.cif,woUnpaired_woPaired,299297,3,368,53.51114,56.616,56.6,35.69,0.15474,0.00073,0.434,23.245,98.555,0.402,41.367,24.928,0,False,False,review_candidate,casp17/massivefold_representative_viewers/r2345/selection_039_woUnpaired_woPaired_model_8/model.cif,casp17/massivefold_representative_viewers/r2345/selection_039_woUnpaired_woPaired_model_8/viewer.html,casp17/massivefold_representative_viewers/r2345/selection_039_woUnpaired_woPaired_model_8/projection.svg,casp17/massivefold_representative_viewers/r2345/selection_039_woUnpaired_woPaired_model_8/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
10,R2345,20,58,Model_58_af3_woUnpaired_woPaired_woTemplates_af3_seed_215803_sample_3_pred_88.cif,woUnpaired_woPaired_woTemplates,215803,3,88,53.07424,56.297,56.215,40.08,0.16423,0.0073,0.279,22.746,99.409,1.435,34.989,28.334,0,False,False,review_candidate,casp17/massivefold_representative_viewers/r2345/selection_020_woUnpaired_woPaired_woTemplates_model_58/model.cif,casp17/massivefold_representative_viewers/r2345/selection_020_woUnpaired_woPaired_woTemplates_model_58/viewer.html,casp17/massivefold_representative_viewers/r2345/selection_020_woUnpaired_woPaired_woTemplates_model_58/projection.svg,casp17/massivefold_representative_viewers/r2345/selection_020_woUnpaired_woPaired_woTemplates_model_58/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
