target_id,model_set_id,selection_rank,model_serial,filename,rerank_bucket,seed,sample,pred,model_viewer_status,object_folder,model_cif_source_path,model_cif_path,projection_svg_path,viewer_html_path,model_review_md_path,source_model_row_csv_path,coordinate_status,atom_count,display_atom_count,residue_count,chain_count,mean_b_iso,bbox_x,bbox_y,bbox_z,bbox_diagonal,centroid_x,centroid_y,centroid_z,radius_of_gyration,blockers,claim_boundary
H1311,H1311_T327,1,1258,Model_1258_cf_woTemplates_model_2_multimer_v2_pred_61.pdb,cf_woTemplates_v2,0,2,61,pass,casp17/massivefold_representative_viewers/h1311/selection_001_cf_woTemplates_v2_model_1258,casp17/massivefold_external_pool_intake/h1311_t327/extracted_models/H1311_all_pdbs/Model_1258_cf_woTemplates_model_2_multimer_v2_pred_61.pdb,casp17/massivefold_representative_viewers/h1311/selection_001_cf_woTemplates_v2_model_1258/model.cif,casp17/massivefold_representative_viewers/h1311/selection_001_cf_woTemplates_v2_model_1258/projection.svg,casp17/massivefold_representative_viewers/h1311/selection_001_cf_woTemplates_v2_model_1258/viewer.html,casp17/massivefold_representative_viewers/h1311/selection_001_cf_woTemplates_v2_model_1258/MODEL_REVIEW.md,casp17/massivefold_representative_viewers/h1311/selection_001_cf_woTemplates_v2_model_1258/source_model_row.csv,valid,6614,900,822,5,88.383,62.765,131.687,89.687,171.244,0.676,-0.496,-0.635,38.388,,"CASP17 MassiveFold representative viewer packet only. It builds local review folders for organizer-provided external model-pool representatives for the selected target. These are external rerank and accuracy-estimation inputs, not internal predictions, not CASP submissions, and not competitive-proof evidence."
H1311,H1311_T327,2,557,Model_557_af3_woPaired_woTemplates_af3_seed_797786_sample_4_pred_504.cif,woPaired_woTemplates,797786,4,504,pass,casp17/massivefold_representative_viewers/h1311/selection_002_woPaired_woTemplates_model_557,casp17/massivefold_external_pool_intake/h1311_t327/extracted_models/H1311_all_pdbs/Model_557_af3_woPaired_woTemplates_af3_seed_797786_sample_4_pred_504.cif,casp17/massivefold_representative_viewers/h1311/selection_002_woPaired_woTemplates_model_557/model.cif,casp17/massivefold_representative_viewers/h1311/selection_002_woPaired_woTemplates_model_557/projection.svg,casp17/massivefold_representative_viewers/h1311/selection_002_woPaired_woTemplates_model_557/viewer.html,casp17/massivefold_representative_viewers/h1311/selection_002_woPaired_woTemplates_model_557/MODEL_REVIEW.md,casp17/massivefold_representative_viewers/h1311/selection_002_woPaired_woTemplates_model_557/source_model_row.csv,valid,6619,900,822,5,91.242,68.698,130.873,83.994,170.006,-0.291,-0.957,1.319,38.394,,"CASP17 MassiveFold representative viewer packet only. It builds local review folders for organizer-provided external model-pool representatives for the selected target. These are external rerank and accuracy-estimation inputs, not internal predictions, not CASP submissions, and not competitive-proof evidence."
H1311,H1311_T327,3,97,Model_97_af3_basic_af3_seed_764334_sample_2_pred_472.cif,basic,764334,2,472,pass,casp17/massivefold_representative_viewers/h1311/selection_003_basic_model_97,casp17/massivefold_external_pool_intake/h1311_t327/extracted_models/H1311_all_pdbs/Model_97_af3_basic_af3_seed_764334_sample_2_pred_472.cif,casp17/massivefold_representative_viewers/h1311/selection_003_basic_model_97/model.cif,casp17/massivefold_representative_viewers/h1311/selection_003_basic_model_97/projection.svg,casp17/massivefold_representative_viewers/h1311/selection_003_basic_model_97/viewer.html,casp17/massivefold_representative_viewers/h1311/selection_003_basic_model_97/MODEL_REVIEW.md,casp17/massivefold_representative_viewers/h1311/selection_003_basic_model_97/source_model_row.csv,valid,6619,900,822,5,91.653,70.082,97.225,126.173,174.022,-0.326,1.695,-0.281,38.29,,"CASP17 MassiveFold representative viewer packet only. It builds local review folders for organizer-provided external model-pool representatives for the selected target. These are external rerank and accuracy-estimation inputs, not internal predictions, not CASP submissions, and not competitive-proof evidence."
H1311,H1311_T327,4,1470,Model_1470_afm_dropout_noSM_woTemplates_model_2_multimer_v2_pred_22.pdb,afm_dropout_noSM_woTemplates_v2,0,2,22,pass,casp17/massivefold_representative_viewers/h1311/selection_004_afm_dropout_noSM_woTemplates_v2_model_1470,casp17/massivefold_external_pool_intake/h1311_t327/extracted_models/H1311_all_pdbs/Model_1470_afm_dropout_noSM_woTemplates_model_2_multimer_v2_pred_22.pdb,casp17/massivefold_representative_viewers/h1311/selection_004_afm_dropout_noSM_woTemplates_v2_model_1470/model.cif,casp17/massivefold_representative_viewers/h1311/selection_004_afm_dropout_noSM_woTemplates_v2_model_1470/projection.svg,casp17/massivefold_representative_viewers/h1311/selection_004_afm_dropout_noSM_woTemplates_v2_model_1470/viewer.html,casp17/massivefold_representative_viewers/h1311/selection_004_afm_dropout_noSM_woTemplates_v2_model_1470/MODEL_REVIEW.md,casp17/massivefold_representative_viewers/h1311/selection_004_afm_dropout_noSM_woTemplates_v2_model_1470/source_model_row.csv,valid,6614,900,822,5,88.42,63.35,126.183,91.417,168.204,-0.24,1.361,0.234,38.037,,"CASP17 MassiveFold representative viewer packet only. It builds local review folders for organizer-provided external model-pool representatives for the selected target. These are external rerank and accuracy-estimation inputs, not internal predictions, not CASP submissions, and not competitive-proof evidence."
H1311,H1311_T327,5,2321,Model_2321_afm_dropout_04_woTemplates_model_1_multimer_v2_pred_43.pdb,afm_dropout_04_woTemplates_v2,0,1,43,pass,casp17/massivefold_representative_viewers/h1311/selection_005_afm_dropout_04_woTemplates_v2_model_2321,casp17/massivefold_external_pool_intake/h1311_t327/extracted_models/H1311_all_pdbs/Model_2321_afm_dropout_04_woTemplates_model_1_multimer_v2_pred_43.pdb,casp17/massivefold_representative_viewers/h1311/selection_005_afm_dropout_04_woTemplates_v2_model_2321/model.cif,casp17/massivefold_representative_viewers/h1311/selection_005_afm_dropout_04_woTemplates_v2_model_2321/projection.svg,casp17/massivefold_representative_viewers/h1311/selection_005_afm_dropout_04_woTemplates_v2_model_2321/viewer.html,casp17/massivefold_representative_viewers/h1311/selection_005_afm_dropout_04_woTemplates_v2_model_2321/MODEL_REVIEW.md,casp17/massivefold_representative_viewers/h1311/selection_005_afm_dropout_04_woTemplates_v2_model_2321/source_model_row.csv,valid,6614,900,822,5,87.396,81.682,238.38,176.697,307.764,0.753,2.239,-1.224,44.031,,"CASP17 MassiveFold representative viewer packet only. It builds local review folders for organizer-provided external model-pool representatives for the selected target. These are external rerank and accuracy-estimation inputs, not internal predictions, not CASP submissions, and not competitive-proof evidence."
H1311,H1311_T327,6,13066,Model_13066_af3_woUnpaired_woPaired_woTemplates_af3_seed_95356_sample_2_pred_272.cif,woUnpaired_woPaired_woTemplates,95356,2,272,pass,casp17/massivefold_representative_viewers/h1311/selection_006_woUnpaired_woPaired_woTemplates_model_13066,casp17/massivefold_external_pool_intake/h1311_t327/extracted_models/H1311_all_pdbs/Model_13066_af3_woUnpaired_woPaired_woTemplates_af3_seed_95356_sample_2_pred_272.cif,casp17/massivefold_representative_viewers/h1311/selection_006_woUnpaired_woPaired_woTemplates_model_13066/model.cif,casp17/massivefold_representative_viewers/h1311/selection_006_woUnpaired_woPaired_woTemplates_model_13066/projection.svg,casp17/massivefold_representative_viewers/h1311/selection_006_woUnpaired_woPaired_woTemplates_model_13066/viewer.html,casp17/massivefold_representative_viewers/h1311/selection_006_woUnpaired_woPaired_woTemplates_model_13066/MODEL_REVIEW.md,casp17/massivefold_representative_viewers/h1311/selection_006_woUnpaired_woPaired_woTemplates_model_13066/source_model_row.csv,valid,6619,900,822,5,50.691,94.503,81.133,84.162,150.322,-0.046,0.621,-0.729,30.52,,"CASP17 MassiveFold representative viewer packet only. It builds local review folders for organizer-provided external model-pool representatives for the selected target. These are external rerank and accuracy-estimation inputs, not internal predictions, not CASP submissions, and not competitive-proof evidence."
H1311,H1311_T327,7,1260,Model_1260_cf_woTemplates_model_1_multimer_v2_pred_5.pdb,cf_woTemplates_v2,0,1,5,pass,casp17/massivefold_representative_viewers/h1311/selection_007_cf_woTemplates_v2_model_1260,casp17/massivefold_external_pool_intake/h1311_t327/extracted_models/H1311_all_pdbs/Model_1260_cf_woTemplates_model_1_multimer_v2_pred_5.pdb,casp17/massivefold_representative_viewers/h1311/selection_007_cf_woTemplates_v2_model_1260/model.cif,casp17/massivefold_representative_viewers/h1311/selection_007_cf_woTemplates_v2_model_1260/projection.svg,casp17/massivefold_representative_viewers/h1311/selection_007_cf_woTemplates_v2_model_1260/viewer.html,casp17/massivefold_representative_viewers/h1311/selection_007_cf_woTemplates_v2_model_1260/MODEL_REVIEW.md,casp17/massivefold_representative_viewers/h1311/selection_007_cf_woTemplates_v2_model_1260/source_model_row.csv,valid,6614,900,822,5,89.117,107.969,128.282,100.531,195.5,-0.201,-0.027,-0.62,38.812,,"CASP17 MassiveFold representative viewer packet only. It builds local review folders for organizer-provided external model-pool representatives for the selected target. These are external rerank and accuracy-estimation inputs, not internal predictions, not CASP submissions, and not competitive-proof evidence."
H1311,H1311_T327,8,3436,Model_3436_af3_woUnpaired_woTemplates_af3_seed_231002_sample_0_pred_80.cif,woUnpaired_woTemplates,231002,0,80,pass,casp17/massivefold_representative_viewers/h1311/selection_008_woUnpaired_woTemplates_model_3436,casp17/massivefold_external_pool_intake/h1311_t327/extracted_models/H1311_all_pdbs/Model_3436_af3_woUnpaired_woTemplates_af3_seed_231002_sample_0_pred_80.cif,casp17/massivefold_representative_viewers/h1311/selection_008_woUnpaired_woTemplates_model_3436/model.cif,casp17/massivefold_representative_viewers/h1311/selection_008_woUnpaired_woTemplates_model_3436/projection.svg,casp17/massivefold_representative_viewers/h1311/selection_008_woUnpaired_woTemplates_model_3436/viewer.html,casp17/massivefold_representative_viewers/h1311/selection_008_woUnpaired_woTemplates_model_3436/MODEL_REVIEW.md,casp17/massivefold_representative_viewers/h1311/selection_008_woUnpaired_woTemplates_model_3436/source_model_row.csv,valid,6619,900,822,5,89.46,102.861,92.726,96.492,168.787,1.148,0.6,-0.849,37.602,,"CASP17 MassiveFold representative viewer packet only. It builds local review folders for organizer-provided external model-pool representatives for the selected target. These are external rerank and accuracy-estimation inputs, not internal predictions, not CASP submissions, and not competitive-proof evidence."
H1311,H1311_T327,9,454,Model_454_af3_woPaired_woTemplates_af3_seed_606042_sample_4_pred_264.cif,woPaired_woTemplates,606042,4,264,pass,casp17/massivefold_representative_viewers/h1311/selection_009_woPaired_woTemplates_model_454,casp17/massivefold_external_pool_intake/h1311_t327/extracted_models/H1311_all_pdbs/Model_454_af3_woPaired_woTemplates_af3_seed_606042_sample_4_pred_264.cif,casp17/massivefold_representative_viewers/h1311/selection_009_woPaired_woTemplates_model_454/model.cif,casp17/massivefold_representative_viewers/h1311/selection_009_woPaired_woTemplates_model_454/projection.svg,casp17/massivefold_representative_viewers/h1311/selection_009_woPaired_woTemplates_model_454/viewer.html,casp17/massivefold_representative_viewers/h1311/selection_009_woPaired_woTemplates_model_454/MODEL_REVIEW.md,casp17/massivefold_representative_viewers/h1311/selection_009_woPaired_woTemplates_model_454/source_model_row.csv,valid,6619,900,822,5,91.179,68.731,85.993,132.175,172.014,-0.918,0.033,-0.286,38.38,,"CASP17 MassiveFold representative viewer packet only. It builds local review folders for organizer-provided external model-pool representatives for the selected target. These are external rerank and accuracy-estimation inputs, not internal predictions, not CASP submissions, and not competitive-proof evidence."
H1311,H1311_T327,10,3571,Model_3571_afm_basic_model_1_multimer_v1_pred_6.pdb,afm_basic_v1,0,1,6,pass,casp17/massivefold_representative_viewers/h1311/selection_010_afm_basic_v1_model_3571,casp17/massivefold_external_pool_intake/h1311_t327/extracted_models/H1311_all_pdbs/Model_3571_afm_basic_model_1_multimer_v1_pred_6.pdb,casp17/massivefold_representative_viewers/h1311/selection_010_afm_basic_v1_model_3571/model.cif,casp17/massivefold_representative_viewers/h1311/selection_010_afm_basic_v1_model_3571/projection.svg,casp17/massivefold_representative_viewers/h1311/selection_010_afm_basic_v1_model_3571/viewer.html,casp17/massivefold_representative_viewers/h1311/selection_010_afm_basic_v1_model_3571/MODEL_REVIEW.md,casp17/massivefold_representative_viewers/h1311/selection_010_afm_basic_v1_model_3571/source_model_row.csv,valid,6614,900,822,5,92.334,62.7,71.01,135.608,165.418,-0.18,-0.524,0.593,38.431,,"CASP17 MassiveFold representative viewer packet only. It builds local review folders for organizer-provided external model-pool representatives for the selected target. These are external rerank and accuracy-estimation inputs, not internal predictions, not CASP submissions, and not competitive-proof evidence."
