quality_rank,target_id,selection_rank,model_serial,filename,rerank_bucket,seed,sample,pred,confidence_score,mean_b_iso,median_b_iso,min_b_iso,low_conf_atom_fraction,high_conf_atom_fraction,geometry_outlier_score,radius_of_gyration,bbox_diagonal,centroid_spread,diversity_to_model1_rmsd,nearest_top5_rmsd,top5_selection_rank,model1_candidate,top5_candidate,model_selection_status,model_cif_path,viewer_html_path,projection_svg_path,model_review_md_path,rerank_model_folder,blockers,claim_boundary
1,H1311,24,5,Model_5_afm_basic_model_4_multimer_v3_pred_5.pdb,afm_basic_v3,0,4,5,104.19842,94.368,96.38,52.98,0.0,0.98745,1.102,37.772,165.793,1.593,0.0,2.431,1,True,True,model1_candidate,casp17/massivefold_representative_viewers/h1311/selection_024_afm_basic_v3_model_5/model.cif,casp17/massivefold_representative_viewers/h1311/selection_024_afm_basic_v3_model_5/viewer.html,casp17/massivefold_representative_viewers/h1311/selection_024_afm_basic_v3_model_5/projection.svg,casp17/massivefold_representative_viewers/h1311/selection_024_afm_basic_v3_model_5/MODEL_REVIEW.md,casp17/massivefold_representative_rerank/h1311/top5/rank_01_selection_024_afm_basic_v3,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
2,H1311,97,2,Model_2_afm_basic_model_4_multimer_v3_pred_42.pdb,afm_basic_v3,0,4,42,104.17946,94.355,96.32,52.48,0.0,0.98745,1.251,37.771,165.203,1.61,0.922,0.922,0,False,False,review_candidate,casp17/massivefold_representative_viewers/h1311/selection_097_afm_basic_v3_model_2/model.cif,casp17/massivefold_representative_viewers/h1311/selection_097_afm_basic_v3_model_2/viewer.html,casp17/massivefold_representative_viewers/h1311/selection_097_afm_basic_v3_model_2/projection.svg,casp17/massivefold_representative_viewers/h1311/selection_097_afm_basic_v3_model_2/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
3,H1311,52,7,Model_7_afm_basic_model_4_multimer_v3_pred_44.pdb,afm_basic_v3,0,4,44,104.1633,94.355,96.42,53.55,0.0,0.98533,1.125,37.773,165.698,1.598,0.941,0.941,0,False,False,review_candidate,casp17/massivefold_representative_viewers/h1311/selection_052_afm_basic_v3_model_7/model.cif,casp17/massivefold_representative_viewers/h1311/selection_052_afm_basic_v3_model_7/viewer.html,casp17/massivefold_representative_viewers/h1311/selection_052_afm_basic_v3_model_7/projection.svg,casp17/massivefold_representative_viewers/h1311/selection_052_afm_basic_v3_model_7/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
4,H1311,109,1,Model_1_afm_basic_model_4_multimer_v3_pred_27.pdb,afm_basic_v3,0,4,27,104.12458,94.292,96.3,52.94,0.0,0.98745,1.048,37.75,166.099,1.496,0.389,0.389,0,False,False,review_candidate,casp17/massivefold_representative_viewers/h1311/selection_109_afm_basic_v3_model_1/model.cif,casp17/massivefold_representative_viewers/h1311/selection_109_afm_basic_v3_model_1/viewer.html,casp17/massivefold_representative_viewers/h1311/selection_109_afm_basic_v3_model_1/projection.svg,casp17/massivefold_representative_viewers/h1311/selection_109_afm_basic_v3_model_1/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
5,H1311,100,6,Model_6_afm_basic_model_4_multimer_v3_pred_4.pdb,afm_basic_v3,0,4,4,104.06986,94.331,96.47,44.59,0.00333,0.98397,0.856,37.323,169.53,1.88,21.801,21.671,0,False,False,review_candidate,casp17/massivefold_representative_viewers/h1311/selection_100_afm_basic_v3_model_6/model.cif,casp17/massivefold_representative_viewers/h1311/selection_100_afm_basic_v3_model_6/viewer.html,casp17/massivefold_representative_viewers/h1311/selection_100_afm_basic_v3_model_6/projection.svg,casp17/massivefold_representative_viewers/h1311/selection_100_afm_basic_v3_model_6/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
6,H1311,85,16,Model_16_afm_dropout_full_model_4_multimer_v3_pred_36.pdb,afm_dropout_full_v3,0,4,36,103.86712,94.043,96.08,52.76,0.0,0.98624,0.957,37.783,166.332,1.67,2.431,2.431,2,False,True,top5_candidate,casp17/massivefold_representative_viewers/h1311/selection_085_afm_dropout_full_v3_model_16/model.cif,casp17/massivefold_representative_viewers/h1311/selection_085_afm_dropout_full_v3_model_16/viewer.html,casp17/massivefold_representative_viewers/h1311/selection_085_afm_dropout_full_v3_model_16/projection.svg,casp17/massivefold_representative_viewers/h1311/selection_085_afm_dropout_full_v3_model_16/MODEL_REVIEW.md,casp17/massivefold_representative_rerank/h1311/top5/rank_02_selection_085_afm_dropout_full_v3,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
7,H1311,42,3,Model_3_afm_dropout_full_model_4_multimer_v3_pred_57.pdb,afm_dropout_full_v3,0,4,57,103.71374,93.912,96.01,51.61,0.0,0.98397,0.949,37.833,166.162,1.263,0.531,0.531,0,False,False,review_candidate,casp17/massivefold_representative_viewers/h1311/selection_042_afm_dropout_full_v3_model_3/model.cif,casp17/massivefold_representative_viewers/h1311/selection_042_afm_dropout_full_v3_model_3/viewer.html,casp17/massivefold_representative_viewers/h1311/selection_042_afm_dropout_full_v3_model_3/projection.svg,casp17/massivefold_representative_viewers/h1311/selection_042_afm_dropout_full_v3_model_3/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
8,H1311,25,25,Model_25_afm_dropout_full_model_4_multimer_v3_pred_5.pdb,afm_dropout_full_v3,0,4,5,103.7048,93.898,95.93,51.97,0.0,0.98518,1.125,37.699,165.996,1.383,0.561,0.561,0,False,False,review_candidate,casp17/massivefold_representative_viewers/h1311/selection_025_afm_dropout_full_v3_model_25/model.cif,casp17/massivefold_representative_viewers/h1311/selection_025_afm_dropout_full_v3_model_25/viewer.html,casp17/massivefold_representative_viewers/h1311/selection_025_afm_dropout_full_v3_model_25/projection.svg,casp17/massivefold_representative_viewers/h1311/selection_025_afm_dropout_full_v3_model_25/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
9,H1311,64,4,Model_4_afm_dropout_full_model_4_multimer_v3_pred_37.pdb,afm_dropout_full_v3,0,4,37,103.55952,93.827,95.99,45.43,0.00333,0.98292,0.752,37.363,168.829,1.641,21.804,21.677,0,False,False,review_candidate,casp17/massivefold_representative_viewers/h1311/selection_064_afm_dropout_full_v3_model_4/model.cif,casp17/massivefold_representative_viewers/h1311/selection_064_afm_dropout_full_v3_model_4/viewer.html,casp17/massivefold_representative_viewers/h1311/selection_064_afm_dropout_full_v3_model_4/projection.svg,casp17/massivefold_representative_viewers/h1311/selection_064_afm_dropout_full_v3_model_4/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
10,H1311,105,8,Model_8_afm_dropout_full_model_4_multimer_v3_pred_29.pdb,afm_dropout_full_v3,0,4,29,103.52258,93.813,95.97,43.72,0.00333,0.98155,0.983,37.202,169.553,1.622,21.809,21.72,0,False,False,review_candidate,casp17/massivefold_representative_viewers/h1311/selection_105_afm_dropout_full_v3_model_8/model.cif,casp17/massivefold_representative_viewers/h1311/selection_105_afm_dropout_full_v3_model_8/viewer.html,casp17/massivefold_representative_viewers/h1311/selection_105_afm_dropout_full_v3_model_8/projection.svg,casp17/massivefold_representative_viewers/h1311/selection_105_afm_dropout_full_v3_model_8/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
11,H1311,15,5030,Model_5030_afm_dropout_full_model_5_multimer_v1_pred_14.pdb,afm_dropout_full_v1,0,5,14,102.47614,92.939,94.77,36.74,0.01194,0.97959,0.499,38.344,169.91,2.026,35.789,34.085,3,False,True,top5_candidate,casp17/massivefold_representative_viewers/h1311/selection_015_afm_dropout_full_v1_model_5030/model.cif,casp17/massivefold_representative_viewers/h1311/selection_015_afm_dropout_full_v1_model_5030/viewer.html,casp17/massivefold_representative_viewers/h1311/selection_015_afm_dropout_full_v1_model_5030/projection.svg,casp17/massivefold_representative_viewers/h1311/selection_015_afm_dropout_full_v1_model_5030/MODEL_REVIEW.md,casp17/massivefold_representative_rerank/h1311/top5/rank_03_selection_015_afm_dropout_full_v1,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
12,H1311,60,5654,Model_5654_afm_dropout_full_model_5_multimer_v1_pred_63.pdb,afm_dropout_full_v1,0,5,63,102.21586,92.76,94.63,33.38,0.01194,0.97853,2.266,38.439,176.597,1.44,38.872,11.271,0,False,False,review_candidate,casp17/massivefold_representative_viewers/h1311/selection_060_afm_dropout_full_v1_model_5654/model.cif,casp17/massivefold_representative_viewers/h1311/selection_060_afm_dropout_full_v1_model_5654/viewer.html,casp17/massivefold_representative_viewers/h1311/selection_060_afm_dropout_full_v1_model_5654/projection.svg,casp17/massivefold_representative_viewers/h1311/selection_060_afm_dropout_full_v1_model_5654/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
13,H1311,122,4160,Model_4160_afm_basic_model_1_multimer_v1_pred_46.pdb,afm_basic_v1,0,1,46,102.10222,92.612,94.51,40.52,0.0062,0.97581,3.597,38.761,157.47,1.282,62.832,61.746,4,False,True,top5_candidate,casp17/massivefold_representative_viewers/h1311/selection_122_afm_basic_v1_model_4160/model.cif,casp17/massivefold_representative_viewers/h1311/selection_122_afm_basic_v1_model_4160/viewer.html,casp17/massivefold_representative_viewers/h1311/selection_122_afm_basic_v1_model_4160/projection.svg,casp17/massivefold_representative_viewers/h1311/selection_122_afm_basic_v1_model_4160/MODEL_REVIEW.md,casp17/massivefold_representative_rerank/h1311/top5/rank_04_selection_122_afm_basic_v1,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
14,H1311,79,3553,Model_3553_afm_basic_model_1_multimer_v1_pred_3.pdb,afm_basic_v1,0,1,3,101.88026,92.315,94.2,42.04,0.00953,0.97717,0.396,38.44,169.115,0.419,68.105,13.224,0,False,False,review_candidate,casp17/massivefold_representative_viewers/h1311/selection_079_afm_basic_v1_model_3553/model.cif,casp17/massivefold_representative_viewers/h1311/selection_079_afm_basic_v1_model_3553/viewer.html,casp17/massivefold_representative_viewers/h1311/selection_079_afm_basic_v1_model_3553/projection.svg,casp17/massivefold_representative_viewers/h1311/selection_079_afm_basic_v1_model_3553/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
15,H1311,10,3571,Model_3571_afm_basic_model_1_multimer_v1_pred_6.pdb,afm_basic_v1,0,1,6,101.8639,92.334,94.23,42.46,0.00953,0.97717,1.28,38.431,165.418,0.812,66.704,9.486,0,False,False,review_candidate,casp17/massivefold_representative_viewers/h1311/selection_010_afm_basic_v1_model_3571/model.cif,casp17/massivefold_representative_viewers/h1311/selection_010_afm_basic_v1_model_3571/viewer.html,casp17/massivefold_representative_viewers/h1311/selection_010_afm_basic_v1_model_3571/projection.svg,casp17/massivefold_representative_viewers/h1311/selection_010_afm_basic_v1_model_3571/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
