quality_rank,target_id,selection_rank,model_serial,filename,rerank_bucket,seed,sample,pred,confidence_score,mean_b_iso,median_b_iso,min_b_iso,low_conf_atom_fraction,high_conf_atom_fraction,geometry_outlier_score,radius_of_gyration,bbox_diagonal,centroid_spread,diversity_to_model1_rmsd,nearest_top5_rmsd,top5_selection_rank,model1_candidate,top5_candidate,model_selection_status,model_cif_path,viewer_html_path,projection_svg_path,model_review_md_path,rerank_model_folder,blockers,claim_boundary
1,R2352,34,15,Model_15_af3_woUnpaired_af3_seed_20656_sample_1_pred_611.cif,woUnpaired,20656,1,611,82.69558,75.136,76.84,38.51,0.02318,0.80809,1.443,37.139,186.737,2.339,0.0,11.101,1,True,True,model1_candidate,casp17/massivefold_representative_viewers/r2352/selection_034_woUnpaired_model_15/model.cif,casp17/massivefold_representative_viewers/r2352/selection_034_woUnpaired_model_15/viewer.html,casp17/massivefold_representative_viewers/r2352/selection_034_woUnpaired_model_15/projection.svg,casp17/massivefold_representative_viewers/r2352/selection_034_woUnpaired_model_15/MODEL_REVIEW.md,casp17/massivefold_representative_rerank/r2352/top5/rank_01_selection_034_woUnpaired,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
2,R2352,19,20,Model_20_af3_woUnpaired_af3_seed_607084_sample_4_pred_664.cif,woUnpaired,607084,4,664,82.68834,75.124,76.91,37.92,0.02438,0.80773,0.634,37.041,178.82,1.315,48.377,32.813,0,False,False,review_candidate,casp17/massivefold_representative_viewers/r2352/selection_019_woUnpaired_model_20/model.cif,casp17/massivefold_representative_viewers/r2352/selection_019_woUnpaired_model_20/viewer.html,casp17/massivefold_representative_viewers/r2352/selection_019_woUnpaired_model_20/projection.svg,casp17/massivefold_representative_viewers/r2352/selection_019_woUnpaired_model_20/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
3,R2352,23,19,Model_19_af3_woPaired_af3_seed_986684_sample_4_pred_279.cif,woPaired,986684,4,279,82.62466,75.218,76.99,36.39,0.0257,0.80137,2.326,37.261,172.161,0.753,50.82,50.027,2,False,True,top5_candidate,casp17/massivefold_representative_viewers/r2352/selection_023_woPaired_model_19/model.cif,casp17/massivefold_representative_viewers/r2352/selection_023_woPaired_model_19/viewer.html,casp17/massivefold_representative_viewers/r2352/selection_023_woPaired_model_19/projection.svg,casp17/massivefold_representative_viewers/r2352/selection_023_woPaired_model_19/MODEL_REVIEW.md,casp17/massivefold_representative_rerank/r2352/top5/rank_02_selection_023_woPaired,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
4,R2352,27,7,Model_7_af3_woPaired_woTemplates_af3_seed_26386_sample_2_pred_237.cif,woPaired_woTemplates,26386,2,237,82.6207,75.117,76.88,37.25,0.02642,0.80401,0.2,37.282,180.747,0.979,28.967,16.722,3,False,True,top5_candidate,casp17/massivefold_representative_viewers/r2352/selection_027_woPaired_woTemplates_model_7/model.cif,casp17/massivefold_representative_viewers/r2352/selection_027_woPaired_woTemplates_model_7/viewer.html,casp17/massivefold_representative_viewers/r2352/selection_027_woPaired_woTemplates_model_7/projection.svg,casp17/massivefold_representative_viewers/r2352/selection_027_woPaired_woTemplates_model_7/MODEL_REVIEW.md,casp17/massivefold_representative_rerank/r2352/top5/rank_03_selection_027_woPaired_woTemplates,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
5,R2352,24,31,Model_31_af3_woUnpaired_woPaired_woTemplates_af3_seed_91556_sample_0_pred_695.cif,woUnpaired_woPaired_woTemplates,91556,0,695,82.55842,75.11,76.81,35.4,0.02498,0.79969,1.222,37.3,185.207,1.304,11.101,11.101,4,False,True,top5_candidate,casp17/massivefold_representative_viewers/r2352/selection_024_woUnpaired_woPaired_woTemplates_model_31/model.cif,casp17/massivefold_representative_viewers/r2352/selection_024_woUnpaired_woPaired_woTemplates_model_31/viewer.html,casp17/massivefold_representative_viewers/r2352/selection_024_woUnpaired_woPaired_woTemplates_model_31/projection.svg,casp17/massivefold_representative_viewers/r2352/selection_024_woUnpaired_woPaired_woTemplates_model_31/MODEL_REVIEW.md,casp17/massivefold_representative_rerank/r2352/top5/rank_04_selection_024_woUnpaired_woPaired_woTemplates,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
6,R2352,32,18,Model_18_af3_basic_af3_seed_674916_sample_2_pred_917.cif,basic,674916,2,917,82.5543,75.041,76.89,36.48,0.02654,0.80485,0.11,37.083,181.193,1.318,27.034,16.722,5,False,True,top5_candidate,casp17/massivefold_representative_viewers/r2352/selection_032_basic_model_18/model.cif,casp17/massivefold_representative_viewers/r2352/selection_032_basic_model_18/viewer.html,casp17/massivefold_representative_viewers/r2352/selection_032_basic_model_18/projection.svg,casp17/massivefold_representative_viewers/r2352/selection_032_basic_model_18/MODEL_REVIEW.md,casp17/massivefold_representative_rerank/r2352/top5/rank_05_selection_032_basic,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
7,R2352,35,1,Model_1_af3_woUnpaired_woPaired_af3_seed_580617_sample_4_pred_309.cif,woUnpaired_woPaired,580617,4,309,82.54992,75.179,77.16,38.84,0.02258,0.79116,2.227,36.541,187.49,1.154,42.629,21.576,0,False,False,review_candidate,casp17/massivefold_representative_viewers/r2352/selection_035_woUnpaired_woPaired_model_1/model.cif,casp17/massivefold_representative_viewers/r2352/selection_035_woUnpaired_woPaired_model_1/viewer.html,casp17/massivefold_representative_viewers/r2352/selection_035_woUnpaired_woPaired_model_1/projection.svg,casp17/massivefold_representative_viewers/r2352/selection_035_woUnpaired_woPaired_model_1/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
8,R2352,36,52,Model_52_af3_woUnpaired_woTemplates_af3_seed_845939_sample_1_pred_646.cif,woUnpaired_woTemplates,845939,1,646,82.54212,75.098,76.88,35.79,0.02858,0.81302,2.862,37.109,169.636,1.526,51.664,33.396,0,False,False,review_candidate,casp17/massivefold_representative_viewers/r2352/selection_036_woUnpaired_woTemplates_model_52/model.cif,casp17/massivefold_representative_viewers/r2352/selection_036_woUnpaired_woTemplates_model_52/viewer.html,casp17/massivefold_representative_viewers/r2352/selection_036_woUnpaired_woTemplates_model_52/projection.svg,casp17/massivefold_representative_viewers/r2352/selection_036_woUnpaired_woTemplates_model_52/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
9,R2352,16,43,Model_43_af3_woUnpaired_woTemplates_af3_seed_68942_sample_1_pred_161.cif,woUnpaired_woTemplates,68942,1,161,82.54208,75.012,76.98,36.6,0.02522,0.8123,2.213,37.347,172.956,0.955,55.255,44.686,0,False,False,review_candidate,casp17/massivefold_representative_viewers/r2352/selection_016_woUnpaired_woTemplates_model_43/model.cif,casp17/massivefold_representative_viewers/r2352/selection_016_woUnpaired_woTemplates_model_43/viewer.html,casp17/massivefold_representative_viewers/r2352/selection_016_woUnpaired_woTemplates_model_43/projection.svg,casp17/massivefold_representative_viewers/r2352/selection_016_woUnpaired_woTemplates_model_43/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
10,R2352,26,10,Model_10_af3_woUnpaired_af3_seed_901212_sample_0_pred_950.cif,woUnpaired,901212,0,950,82.52806,75.1,76.95,36.48,0.02462,0.80113,2.271,36.974,189.401,1.559,44.745,42.85,0,False,False,review_candidate,casp17/massivefold_representative_viewers/r2352/selection_026_woUnpaired_model_10/model.cif,casp17/massivefold_representative_viewers/r2352/selection_026_woUnpaired_model_10/viewer.html,casp17/massivefold_representative_viewers/r2352/selection_026_woUnpaired_model_10/projection.svg,casp17/massivefold_representative_viewers/r2352/selection_026_woUnpaired_model_10/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
