target_id,model_set_id,selection_rank,model_serial,filename,rerank_bucket,seed,sample,pred,model_viewer_status,object_folder,model_cif_source_path,model_cif_path,projection_svg_path,viewer_html_path,model_review_md_path,source_model_row_csv_path,coordinate_status,atom_count,display_atom_count,residue_count,chain_count,mean_b_iso,bbox_x,bbox_y,bbox_z,bbox_diagonal,centroid_x,centroid_y,centroid_z,radius_of_gyration,blockers,claim_boundary
R2352,R2352,1,2,Model_2_af3_woUnpaired_woPaired_woTemplates_af3_seed_710799_sample_0_pred_960.cif,woUnpaired_woPaired_woTemplates,710799,0,960,pass,casp17/massivefold_representative_viewers/r2352/selection_001_woUnpaired_woPaired_woTemplates_model_2,casp17/massivefold_external_pool_intake/r2352/extracted_models/R2352_all_cifs/Model_2_af3_woUnpaired_woPaired_woTemplates_af3_seed_710799_sample_0_pred_960.cif,casp17/massivefold_representative_viewers/r2352/selection_001_woUnpaired_woPaired_woTemplates_model_2/model.cif,casp17/massivefold_representative_viewers/r2352/selection_001_woUnpaired_woPaired_woTemplates_model_2/projection.svg,casp17/massivefold_representative_viewers/r2352/selection_001_woUnpaired_woPaired_woTemplates_model_2/viewer.html,casp17/massivefold_representative_viewers/r2352/selection_001_woUnpaired_woPaired_woTemplates_model_2/MODEL_REVIEW.md,casp17/massivefold_representative_viewers/r2352/selection_001_woUnpaired_woPaired_woTemplates_model_2/source_model_row.csv,valid,8327,900,389,1,75.035,122.764,99.049,80.545,177.114,-0.41,-0.655,0.96,36.946,,"CASP17 MassiveFold representative viewer packet only. It builds local review folders for organizer-provided external model-pool representatives for the selected target. These are external rerank and accuracy-estimation inputs, not internal predictions, not CASP submissions, and not competitive-proof evidence."
R2352,R2352,2,35,Model_35_af3_woUnpaired_woPaired_af3_seed_580606_sample_3_pred_253.cif,woUnpaired_woPaired,580606,3,253,pass,casp17/massivefold_representative_viewers/r2352/selection_002_woUnpaired_woPaired_model_35,casp17/massivefold_external_pool_intake/r2352/extracted_models/R2352_all_cifs/Model_35_af3_woUnpaired_woPaired_af3_seed_580606_sample_3_pred_253.cif,casp17/massivefold_representative_viewers/r2352/selection_002_woUnpaired_woPaired_model_35/model.cif,casp17/massivefold_representative_viewers/r2352/selection_002_woUnpaired_woPaired_model_35/projection.svg,casp17/massivefold_representative_viewers/r2352/selection_002_woUnpaired_woPaired_model_35/viewer.html,casp17/massivefold_representative_viewers/r2352/selection_002_woUnpaired_woPaired_model_35/MODEL_REVIEW.md,casp17/massivefold_representative_viewers/r2352/selection_002_woUnpaired_woPaired_model_35/source_model_row.csv,valid,8327,900,389,1,74.68,124.652,84.975,90.283,175.812,-1.059,-0.754,-0.477,37.265,,"CASP17 MassiveFold representative viewer packet only. It builds local review folders for organizer-provided external model-pool representatives for the selected target. These are external rerank and accuracy-estimation inputs, not internal predictions, not CASP submissions, and not competitive-proof evidence."
R2352,R2352,3,54,Model_54_af3_woUnpaired_woTemplates_af3_seed_413321_sample_2_pred_282.cif,woUnpaired_woTemplates,413321,2,282,pass,casp17/massivefold_representative_viewers/r2352/selection_003_woUnpaired_woTemplates_model_54,casp17/massivefold_external_pool_intake/r2352/extracted_models/R2352_all_cifs/Model_54_af3_woUnpaired_woTemplates_af3_seed_413321_sample_2_pred_282.cif,casp17/massivefold_representative_viewers/r2352/selection_003_woUnpaired_woTemplates_model_54/model.cif,casp17/massivefold_representative_viewers/r2352/selection_003_woUnpaired_woTemplates_model_54/projection.svg,casp17/massivefold_representative_viewers/r2352/selection_003_woUnpaired_woTemplates_model_54/viewer.html,casp17/massivefold_representative_viewers/r2352/selection_003_woUnpaired_woTemplates_model_54/MODEL_REVIEW.md,casp17/massivefold_representative_viewers/r2352/selection_003_woUnpaired_woTemplates_model_54/source_model_row.csv,valid,8327,900,389,1,74.522,84.453,99.407,117.988,175.884,0.534,-1.91,-0.331,36.442,,"CASP17 MassiveFold representative viewer packet only. It builds local review folders for organizer-provided external model-pool representatives for the selected target. These are external rerank and accuracy-estimation inputs, not internal predictions, not CASP submissions, and not competitive-proof evidence."
R2352,R2352,4,26,Model_26_af3_basic_af3_seed_758246_sample_3_pred_148.cif,basic,758246,3,148,pass,casp17/massivefold_representative_viewers/r2352/selection_004_basic_model_26,casp17/massivefold_external_pool_intake/r2352/extracted_models/R2352_all_cifs/Model_26_af3_basic_af3_seed_758246_sample_3_pred_148.cif,casp17/massivefold_representative_viewers/r2352/selection_004_basic_model_26/model.cif,casp17/massivefold_representative_viewers/r2352/selection_004_basic_model_26/projection.svg,casp17/massivefold_representative_viewers/r2352/selection_004_basic_model_26/viewer.html,casp17/massivefold_representative_viewers/r2352/selection_004_basic_model_26/MODEL_REVIEW.md,casp17/massivefold_representative_viewers/r2352/selection_004_basic_model_26/source_model_row.csv,valid,8327,900,389,1,74.665,84.292,93.891,125.615,178.044,-2.312,0.753,-0.153,37.132,,"CASP17 MassiveFold representative viewer packet only. It builds local review folders for organizer-provided external model-pool representatives for the selected target. These are external rerank and accuracy-estimation inputs, not internal predictions, not CASP submissions, and not competitive-proof evidence."
R2352,R2352,5,17,Model_17_af3_woPaired_woTemplates_af3_seed_365633_sample_2_pred_297.cif,woPaired_woTemplates,365633,2,297,pass,casp17/massivefold_representative_viewers/r2352/selection_005_woPaired_woTemplates_model_17,casp17/massivefold_external_pool_intake/r2352/extracted_models/R2352_all_cifs/Model_17_af3_woPaired_woTemplates_af3_seed_365633_sample_2_pred_297.cif,casp17/massivefold_representative_viewers/r2352/selection_005_woPaired_woTemplates_model_17/model.cif,casp17/massivefold_representative_viewers/r2352/selection_005_woPaired_woTemplates_model_17/projection.svg,casp17/massivefold_representative_viewers/r2352/selection_005_woPaired_woTemplates_model_17/viewer.html,casp17/massivefold_representative_viewers/r2352/selection_005_woPaired_woTemplates_model_17/MODEL_REVIEW.md,casp17/massivefold_representative_viewers/r2352/selection_005_woPaired_woTemplates_model_17/source_model_row.csv,valid,8327,900,389,1,74.297,125.811,103.417,85.344,183.867,-1.159,-0.191,-1.246,36.209,,"CASP17 MassiveFold representative viewer packet only. It builds local review folders for organizer-provided external model-pool representatives for the selected target. These are external rerank and accuracy-estimation inputs, not internal predictions, not CASP submissions, and not competitive-proof evidence."
R2352,R2352,6,41,Model_41_af3_woUnpaired_woPaired_af3_seed_847278_sample_3_pred_698.cif,woUnpaired_woPaired,847278,3,698,pass,casp17/massivefold_representative_viewers/r2352/selection_006_woUnpaired_woPaired_model_41,casp17/massivefold_external_pool_intake/r2352/extracted_models/R2352_all_cifs/Model_41_af3_woUnpaired_woPaired_af3_seed_847278_sample_3_pred_698.cif,casp17/massivefold_representative_viewers/r2352/selection_006_woUnpaired_woPaired_model_41/model.cif,casp17/massivefold_representative_viewers/r2352/selection_006_woUnpaired_woPaired_model_41/projection.svg,casp17/massivefold_representative_viewers/r2352/selection_006_woUnpaired_woPaired_model_41/viewer.html,casp17/massivefold_representative_viewers/r2352/selection_006_woUnpaired_woPaired_model_41/MODEL_REVIEW.md,casp17/massivefold_representative_viewers/r2352/selection_006_woUnpaired_woPaired_model_41/source_model_row.csv,valid,8327,900,389,1,74.982,86.596,108.81,131.541,191.42,0.943,-0.748,-0.04,37.187,,"CASP17 MassiveFold representative viewer packet only. It builds local review folders for organizer-provided external model-pool representatives for the selected target. These are external rerank and accuracy-estimation inputs, not internal predictions, not CASP submissions, and not competitive-proof evidence."
R2352,R2352,7,39,Model_39_af3_woUnpaired_af3_seed_964839_sample_2_pred_857.cif,woUnpaired,964839,2,857,pass,casp17/massivefold_representative_viewers/r2352/selection_007_woUnpaired_model_39,casp17/massivefold_external_pool_intake/r2352/extracted_models/R2352_all_cifs/Model_39_af3_woUnpaired_af3_seed_964839_sample_2_pred_857.cif,casp17/massivefold_representative_viewers/r2352/selection_007_woUnpaired_model_39/model.cif,casp17/massivefold_representative_viewers/r2352/selection_007_woUnpaired_model_39/projection.svg,casp17/massivefold_representative_viewers/r2352/selection_007_woUnpaired_model_39/viewer.html,casp17/massivefold_representative_viewers/r2352/selection_007_woUnpaired_model_39/MODEL_REVIEW.md,casp17/massivefold_representative_viewers/r2352/selection_007_woUnpaired_model_39/source_model_row.csv,valid,8327,900,389,1,74.652,95.55,103.592,99.977,172.79,0.843,0.834,-0.532,36.974,,"CASP17 MassiveFold representative viewer packet only. It builds local review folders for organizer-provided external model-pool representatives for the selected target. These are external rerank and accuracy-estimation inputs, not internal predictions, not CASP submissions, and not competitive-proof evidence."
R2352,R2352,8,8,Model_8_af3_woUnpaired_woPaired_woTemplates_af3_seed_710800_sample_1_pred_966.cif,woUnpaired_woPaired_woTemplates,710800,1,966,pass,casp17/massivefold_representative_viewers/r2352/selection_008_woUnpaired_woPaired_woTemplates_model_8,casp17/massivefold_external_pool_intake/r2352/extracted_models/R2352_all_cifs/Model_8_af3_woUnpaired_woPaired_woTemplates_af3_seed_710800_sample_1_pred_966.cif,casp17/massivefold_representative_viewers/r2352/selection_008_woUnpaired_woPaired_woTemplates_model_8/model.cif,casp17/massivefold_representative_viewers/r2352/selection_008_woUnpaired_woPaired_woTemplates_model_8/projection.svg,casp17/massivefold_representative_viewers/r2352/selection_008_woUnpaired_woPaired_woTemplates_model_8/viewer.html,casp17/massivefold_representative_viewers/r2352/selection_008_woUnpaired_woPaired_woTemplates_model_8/MODEL_REVIEW.md,casp17/massivefold_representative_viewers/r2352/selection_008_woUnpaired_woPaired_woTemplates_model_8/source_model_row.csv,valid,8327,900,389,1,75.003,129.125,112.202,92.549,194.494,-1.081,1.342,-0.071,37.087,,"CASP17 MassiveFold representative viewer packet only. It builds local review folders for organizer-provided external model-pool representatives for the selected target. These are external rerank and accuracy-estimation inputs, not internal predictions, not CASP submissions, and not competitive-proof evidence."
R2352,R2352,9,30,Model_30_af3_woPaired_woTemplates_af3_seed_243122_sample_4_pred_884.cif,woPaired_woTemplates,243122,4,884,pass,casp17/massivefold_representative_viewers/r2352/selection_009_woPaired_woTemplates_model_30,casp17/massivefold_external_pool_intake/r2352/extracted_models/R2352_all_cifs/Model_30_af3_woPaired_woTemplates_af3_seed_243122_sample_4_pred_884.cif,casp17/massivefold_representative_viewers/r2352/selection_009_woPaired_woTemplates_model_30/model.cif,casp17/massivefold_representative_viewers/r2352/selection_009_woPaired_woTemplates_model_30/projection.svg,casp17/massivefold_representative_viewers/r2352/selection_009_woPaired_woTemplates_model_30/viewer.html,casp17/massivefold_representative_viewers/r2352/selection_009_woPaired_woTemplates_model_30/MODEL_REVIEW.md,casp17/massivefold_representative_viewers/r2352/selection_009_woPaired_woTemplates_model_30/source_model_row.csv,valid,8327,900,389,1,74.831,128.816,112.076,80.054,188.582,-0.499,-0.859,-0.285,37.257,,"CASP17 MassiveFold representative viewer packet only. It builds local review folders for organizer-provided external model-pool representatives for the selected target. These are external rerank and accuracy-estimation inputs, not internal predictions, not CASP submissions, and not competitive-proof evidence."
R2352,R2352,10,11,Model_11_af3_woPaired_af3_seed_729363_sample_2_pred_62.cif,woPaired,729363,2,62,pass,casp17/massivefold_representative_viewers/r2352/selection_010_woPaired_model_11,casp17/massivefold_external_pool_intake/r2352/extracted_models/R2352_all_cifs/Model_11_af3_woPaired_af3_seed_729363_sample_2_pred_62.cif,casp17/massivefold_representative_viewers/r2352/selection_010_woPaired_model_11/model.cif,casp17/massivefold_representative_viewers/r2352/selection_010_woPaired_model_11/projection.svg,casp17/massivefold_representative_viewers/r2352/selection_010_woPaired_model_11/viewer.html,casp17/massivefold_representative_viewers/r2352/selection_010_woPaired_model_11/MODEL_REVIEW.md,casp17/massivefold_representative_viewers/r2352/selection_010_woPaired_model_11/source_model_row.csv,valid,8327,900,389,1,74.845,105.609,95.692,113.657,182.286,1.164,-0.031,1.001,37.136,,"CASP17 MassiveFold representative viewer packet only. It builds local review folders for organizer-provided external model-pool representatives for the selected target. These are external rerank and accuracy-estimation inputs, not internal predictions, not CASP submissions, and not competitive-proof evidence."
