quality_rank,target_id,selection_rank,model_serial,filename,rerank_bucket,seed,sample,pred,confidence_score,mean_b_iso,median_b_iso,min_b_iso,low_conf_atom_fraction,high_conf_atom_fraction,geometry_outlier_score,radius_of_gyration,bbox_diagonal,centroid_spread,diversity_to_model1_rmsd,nearest_top5_rmsd,top5_selection_rank,model1_candidate,top5_candidate,model_selection_status,model_cif_path,viewer_html_path,projection_svg_path,model_review_md_path,rerank_model_folder,blockers,claim_boundary
1,H2339,111,135,Model_135_afm_basic_model_5_multimer_v1_pred_62.pdb,afm_basic_v1,0,5,62,102.90764,93.304,95.36,46.12,0.00308,0.97288,1.589,41.234,178.954,2.465,0.0,36.62,1,True,True,model1_candidate,casp17/massivefold_representative_viewers/h2339/selection_111_afm_basic_v1_model_135/model.cif,casp17/massivefold_representative_viewers/h2339/selection_111_afm_basic_v1_model_135/viewer.html,casp17/massivefold_representative_viewers/h2339/selection_111_afm_basic_v1_model_135/projection.svg,casp17/massivefold_representative_viewers/h2339/selection_111_afm_basic_v1_model_135/MODEL_REVIEW.md,casp17/massivefold_representative_rerank/h2339/top5/rank_01_selection_111_afm_basic_v1,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
2,H2339,37,120,Model_120_afm_basic_model_5_multimer_v1_pred_15.pdb,afm_basic_v1,0,5,15,102.86034,93.332,95.48,43.81,0.00444,0.96795,1.559,41.258,179.171,2.833,10.985,10.985,0,False,False,review_candidate,casp17/massivefold_representative_viewers/h2339/selection_037_afm_basic_v1_model_120/model.cif,casp17/massivefold_representative_viewers/h2339/selection_037_afm_basic_v1_model_120/viewer.html,casp17/massivefold_representative_viewers/h2339/selection_037_afm_basic_v1_model_120/projection.svg,casp17/massivefold_representative_viewers/h2339/selection_037_afm_basic_v1_model_120/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
3,H2339,28,156,Model_156_afm_basic_model_5_multimer_v1_pred_26.pdb,afm_basic_v1,0,5,26,102.77464,93.226,95.43,43.62,0.00444,0.97066,1.729,40.875,182.625,3.143,16.514,16.514,0,False,False,review_candidate,casp17/massivefold_representative_viewers/h2339/selection_028_afm_basic_v1_model_156/model.cif,casp17/massivefold_representative_viewers/h2339/selection_028_afm_basic_v1_model_156/viewer.html,casp17/massivefold_representative_viewers/h2339/selection_028_afm_basic_v1_model_156/projection.svg,casp17/massivefold_representative_viewers/h2339/selection_028_afm_basic_v1_model_156/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
4,H2339,35,155,Model_155_afm_basic_model_5_multimer_v1_pred_60.pdb,afm_basic_v1,0,5,60,102.67236,93.236,95.41,42.06,0.01023,0.97288,2.196,41.27,182.914,2.349,25.783,14.855,0,False,False,review_candidate,casp17/massivefold_representative_viewers/h2339/selection_035_afm_basic_v1_model_155/model.cif,casp17/massivefold_representative_viewers/h2339/selection_035_afm_basic_v1_model_155/viewer.html,casp17/massivefold_representative_viewers/h2339/selection_035_afm_basic_v1_model_155/projection.svg,casp17/massivefold_representative_viewers/h2339/selection_035_afm_basic_v1_model_155/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
5,H2339,50,153,Model_153_afm_basic_model_5_multimer_v1_pred_52.pdb,afm_basic_v1,0,5,52,102.63344,93.077,95.22,42.86,0.00616,0.97054,0.644,39.653,178.022,3.257,11.394,11.394,0,False,False,review_candidate,casp17/massivefold_representative_viewers/h2339/selection_050_afm_basic_v1_model_153/model.cif,casp17/massivefold_representative_viewers/h2339/selection_050_afm_basic_v1_model_153/viewer.html,casp17/massivefold_representative_viewers/h2339/selection_050_afm_basic_v1_model_153/projection.svg,casp17/massivefold_representative_viewers/h2339/selection_050_afm_basic_v1_model_153/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
6,H2339,121,174,Model_174_afm_dropout_full_model_5_multimer_v1_pred_22.pdb,afm_dropout_full_v1,0,5,22,102.1607,92.552,94.65,42.59,0.00308,0.96893,0.475,40.281,179.597,3.026,36.62,36.62,2,False,True,top5_candidate,casp17/massivefold_representative_viewers/h2339/selection_121_afm_dropout_full_v1_model_174/model.cif,casp17/massivefold_representative_viewers/h2339/selection_121_afm_dropout_full_v1_model_174/viewer.html,casp17/massivefold_representative_viewers/h2339/selection_121_afm_dropout_full_v1_model_174/projection.svg,casp17/massivefold_representative_viewers/h2339/selection_121_afm_dropout_full_v1_model_174/MODEL_REVIEW.md,casp17/massivefold_representative_rerank/h2339/top5/rank_02_selection_121_afm_dropout_full_v1,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
7,H2339,57,175,Model_175_afm_dropout_full_model_5_multimer_v1_pred_44.pdb,afm_dropout_full_v1,0,5,44,102.07218,92.507,94.74,46.25,0.00308,0.96795,1.318,41.042,180.313,2.777,16.111,16.111,0,False,False,review_candidate,casp17/massivefold_representative_viewers/h2339/selection_057_afm_dropout_full_v1_model_175/model.cif,casp17/massivefold_representative_viewers/h2339/selection_057_afm_dropout_full_v1_model_175/viewer.html,casp17/massivefold_representative_viewers/h2339/selection_057_afm_dropout_full_v1_model_175/projection.svg,casp17/massivefold_representative_viewers/h2339/selection_057_afm_dropout_full_v1_model_175/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
8,H2339,49,177,Model_177_afm_dropout_full_model_5_multimer_v1_pred_13.pdb,afm_dropout_full_v1,0,5,13,102.0476,92.519,94.76,46.11,0.0053,0.96832,1.215,40.858,178.945,2.78,27.238,23.932,0,False,False,review_candidate,casp17/massivefold_representative_viewers/h2339/selection_049_afm_dropout_full_v1_model_177/model.cif,casp17/massivefold_representative_viewers/h2339/selection_049_afm_dropout_full_v1_model_177/viewer.html,casp17/massivefold_representative_viewers/h2339/selection_049_afm_dropout_full_v1_model_177/projection.svg,casp17/massivefold_representative_viewers/h2339/selection_049_afm_dropout_full_v1_model_177/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
9,H2339,84,165,Model_165_afm_dropout_full_model_5_multimer_v1_pred_66.pdb,afm_dropout_full_v1,0,5,66,101.87368,92.408,94.63,44.91,0.00394,0.9661,2.913,41.749,175.718,2.447,25.037,25.037,0,False,False,review_candidate,casp17/massivefold_representative_viewers/h2339/selection_084_afm_dropout_full_v1_model_165/model.cif,casp17/massivefold_representative_viewers/h2339/selection_084_afm_dropout_full_v1_model_165/viewer.html,casp17/massivefold_representative_viewers/h2339/selection_084_afm_dropout_full_v1_model_165/projection.svg,casp17/massivefold_representative_viewers/h2339/selection_084_afm_dropout_full_v1_model_165/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
10,H2339,126,152,Model_152_afm_dropout_full_model_5_multimer_v1_pred_34.pdb,afm_dropout_full_v1,0,5,34,101.32702,91.919,94.21,45.32,0.00826,0.96647,2.287,39.574,171.767,3.859,62.542,21.422,0,False,False,review_candidate,casp17/massivefold_representative_viewers/h2339/selection_126_afm_dropout_full_v1_model_152/model.cif,casp17/massivefold_representative_viewers/h2339/selection_126_afm_dropout_full_v1_model_152/viewer.html,casp17/massivefold_representative_viewers/h2339/selection_126_afm_dropout_full_v1_model_152/projection.svg,casp17/massivefold_representative_viewers/h2339/selection_126_afm_dropout_full_v1_model_152/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
