quality_rank,target_id,selection_rank,model_serial,filename,rerank_bucket,seed,sample,pred,confidence_score,mean_b_iso,median_b_iso,min_b_iso,low_conf_atom_fraction,high_conf_atom_fraction,geometry_outlier_score,radius_of_gyration,bbox_diagonal,centroid_spread,diversity_to_model1_rmsd,nearest_top5_rmsd,top5_selection_rank,model1_candidate,top5_candidate,model_selection_status,model_cif_path,viewer_html_path,projection_svg_path,model_review_md_path,rerank_model_folder,blockers,claim_boundary
1,H2324,115,4760,Model_4760_afm_basic_model_5_multimer_v1_pred_26.pdb,afm_basic_v1,0,5,26,99.93822,91.303,94.83,39.42,0.03683,0.94293,1.437,37.894,188.132,3.046,0.0,46.049,1,True,True,model1_candidate,casp17/massivefold_representative_viewers/h2324/selection_115_afm_basic_v1_model_4760/model.cif,casp17/massivefold_representative_viewers/h2324/selection_115_afm_basic_v1_model_4760/viewer.html,casp17/massivefold_representative_viewers/h2324/selection_115_afm_basic_v1_model_4760/projection.svg,casp17/massivefold_representative_viewers/h2324/selection_115_afm_basic_v1_model_4760/MODEL_REVIEW.md,casp17/massivefold_representative_rerank/h2324/top5/rank_01_selection_115_afm_basic_v1,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
2,H2324,43,75,Model_75_afm_woTemplates_model_1_multimer_v1_pred_19.pdb,afm_woTemplates_v1,0,1,19,99.7622,91.05,94.51,32.53,0.03348,0.94482,1.66,38.036,176.314,0.959,61.699,33.417,2,False,True,top5_candidate,casp17/massivefold_representative_viewers/h2324/selection_043_afm_woTemplates_v1_model_75/model.cif,casp17/massivefold_representative_viewers/h2324/selection_043_afm_woTemplates_v1_model_75/viewer.html,casp17/massivefold_representative_viewers/h2324/selection_043_afm_woTemplates_v1_model_75/projection.svg,casp17/massivefold_representative_viewers/h2324/selection_043_afm_woTemplates_v1_model_75/MODEL_REVIEW.md,casp17/massivefold_representative_rerank/h2324/top5/rank_02_selection_043_afm_woTemplates_v1,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
3,H2324,38,6,Model_6_afm_woTemplates_model_2_multimer_v3_pred_24.pdb,afm_woTemplates_v3,0,2,24,99.75348,90.923,95.04,22.34,0.02941,0.94322,0.338,38.351,182.861,2.342,46.049,46.049,3,False,True,top5_candidate,casp17/massivefold_representative_viewers/h2324/selection_038_afm_woTemplates_v3_model_6/model.cif,casp17/massivefold_representative_viewers/h2324/selection_038_afm_woTemplates_v3_model_6/viewer.html,casp17/massivefold_representative_viewers/h2324/selection_038_afm_woTemplates_v3_model_6/projection.svg,casp17/massivefold_representative_viewers/h2324/selection_038_afm_woTemplates_v3_model_6/MODEL_REVIEW.md,casp17/massivefold_representative_rerank/h2324/top5/rank_03_selection_038_afm_woTemplates_v3,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
4,H2324,23,12,Model_12_afm_woTemplates_model_4_multimer_v3_pred_66.pdb,afm_woTemplates_v3,0,4,66,99.70262,90.819,94.83,22.24,0.03188,0.95269,0.142,38.147,182.83,2.133,61.276,4.399,0,False,False,review_candidate,casp17/massivefold_representative_viewers/h2324/selection_023_afm_woTemplates_v3_model_12/model.cif,casp17/massivefold_representative_viewers/h2324/selection_023_afm_woTemplates_v3_model_12/viewer.html,casp17/massivefold_representative_viewers/h2324/selection_023_afm_woTemplates_v3_model_12/projection.svg,casp17/massivefold_representative_viewers/h2324/selection_023_afm_woTemplates_v3_model_12/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
5,H2324,82,44,Model_44_cf_woTemplates_model_4_multimer_v3_pred_19.pdb,cf_woTemplates_v3,0,4,19,99.66466,90.832,94.94,28.28,0.03028,0.95007,1.561,38.019,189.129,1.87,60.788,33.517,4,False,True,top5_candidate,casp17/massivefold_representative_viewers/h2324/selection_082_cf_woTemplates_v3_model_44/model.cif,casp17/massivefold_representative_viewers/h2324/selection_082_cf_woTemplates_v3_model_44/viewer.html,casp17/massivefold_representative_viewers/h2324/selection_082_cf_woTemplates_v3_model_44/projection.svg,casp17/massivefold_representative_viewers/h2324/selection_082_cf_woTemplates_v3_model_44/MODEL_REVIEW.md,casp17/massivefold_representative_rerank/h2324/top5/rank_04_selection_082_cf_woTemplates_v3,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
6,H2324,57,63,Model_63_afm_basic_model_1_multimer_v1_pred_31.pdb,afm_basic_v1,0,1,31,99.61382,91.03,95.2,27.85,0.03974,0.94119,0.832,38.072,179.767,1.9,59.616,13.693,0,False,False,review_candidate,casp17/massivefold_representative_viewers/h2324/selection_057_afm_basic_v1_model_63/model.cif,casp17/massivefold_representative_viewers/h2324/selection_057_afm_basic_v1_model_63/viewer.html,casp17/massivefold_representative_viewers/h2324/selection_057_afm_basic_v1_model_63/projection.svg,casp17/massivefold_representative_viewers/h2324/selection_057_afm_basic_v1_model_63/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
7,H2324,81,5,Model_5_afm_woTemplates_model_4_multimer_v3_pred_13.pdb,afm_woTemplates_v3,0,4,13,99.39138,90.644,94.88,23.37,0.03188,0.93973,0.308,38.028,181.737,2.637,61.802,1.648,0,False,False,review_candidate,casp17/massivefold_representative_viewers/h2324/selection_081_afm_woTemplates_v3_model_5/model.cif,casp17/massivefold_representative_viewers/h2324/selection_081_afm_woTemplates_v3_model_5/viewer.html,casp17/massivefold_representative_viewers/h2324/selection_081_afm_woTemplates_v3_model_5/projection.svg,casp17/massivefold_representative_viewers/h2324/selection_081_afm_woTemplates_v3_model_5/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
8,H2324,40,4,Model_4_afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_25.pdb,afm_dropout_noSM_woTemplates_v3,0,4,25,99.36256,90.519,94.45,21.27,0.03086,0.94846,0.596,38.055,185.243,2.358,62.242,33.417,5,False,True,top5_candidate,casp17/massivefold_representative_viewers/h2324/selection_040_afm_dropout_noSM_woTemplates_v3_model_4/model.cif,casp17/massivefold_representative_viewers/h2324/selection_040_afm_dropout_noSM_woTemplates_v3_model_4/viewer.html,casp17/massivefold_representative_viewers/h2324/selection_040_afm_dropout_noSM_woTemplates_v3_model_4/projection.svg,casp17/massivefold_representative_viewers/h2324/selection_040_afm_dropout_noSM_woTemplates_v3_model_4/MODEL_REVIEW.md,casp17/massivefold_representative_rerank/h2324/top5/rank_05_selection_040_afm_dropout_noSM_woTemplates_v3,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
9,H2324,94,2,Model_2_afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_4.pdb,afm_dropout_noSM_woTemplates_v3,0,4,4,99.32664,90.533,94.68,22.42,0.03377,0.94774,0.209,38.036,183.774,1.798,61.409,6.705,0,False,False,review_candidate,casp17/massivefold_representative_viewers/h2324/selection_094_afm_dropout_noSM_woTemplates_v3_model_2/model.cif,casp17/massivefold_representative_viewers/h2324/selection_094_afm_dropout_noSM_woTemplates_v3_model_2/viewer.html,casp17/massivefold_representative_viewers/h2324/selection_094_afm_dropout_noSM_woTemplates_v3_model_2/projection.svg,casp17/massivefold_representative_viewers/h2324/selection_094_afm_dropout_noSM_woTemplates_v3_model_2/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
10,H2324,113,30,Model_30_cf_woTemplates_model_4_multimer_v3_pred_10.pdb,cf_woTemplates_v3,0,4,10,99.27364,90.562,94.88,26.62,0.03188,0.94206,1.784,38.095,189.835,2.323,47.489,25.991,0,False,False,review_candidate,casp17/massivefold_representative_viewers/h2324/selection_113_cf_woTemplates_v3_model_30/model.cif,casp17/massivefold_representative_viewers/h2324/selection_113_cf_woTemplates_v3_model_30/viewer.html,casp17/massivefold_representative_viewers/h2324/selection_113_cf_woTemplates_v3_model_30/projection.svg,casp17/massivefold_representative_viewers/h2324/selection_113_cf_woTemplates_v3_model_30/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
