target_id,benchmark_id,field_name,required_value_policy,required_operator_value_format,template_operator_value,template_operator_evidence_ref,template_operator_clearance,template_operator_id,evidence_stub_md,stub_exists,stub_evidence_ref,stub_operator_value,stub_operator_clearance,stub_operator_id,template_value_status,template_evidence_ref_status,template_clearance_status,template_operator_id_status,stub_status,stub_evidence_status,policy_status,review_gate_status,first_blocker,next_action
HIST_CHIGNOLIN,hist_seed_chignolin,no_leak_evidence_ref,independent_no_leak_evidence_ref_required,path-or-uri for an independent no-leak provenance dossier,,casp17/historical_seed_first_clearance_no_leak_evidence_packet/hist_chignolin/field_evidence/no_leak_evidence_ref.md,,,casp17/historical_seed_first_clearance_no_leak_evidence_packet/hist_chignolin/field_evidence/no_leak_evidence_ref.md,true,,,,,template_operator_value_missing,template_operator_evidence_ref_present,template_operator_clearance_missing,template_operator_id_missing,stub_present,"stub_evidence_ref_missing,stub_operator_value_missing,stub_operator_clearance_missing,stub_operator_id_missing",policy_not_checked_value_missing,awaiting_operator_evidence,template_operator_value_missing,fill operator_value for no_leak_evidence_ref in operator_evidence_template.csv
HIST_CHIGNOLIN,hist_seed_chignolin,leakage_clearance,clear,clear,,casp17/historical_seed_first_clearance_no_leak_evidence_packet/hist_chignolin/field_evidence/leakage_clearance.md,,,casp17/historical_seed_first_clearance_no_leak_evidence_packet/hist_chignolin/field_evidence/leakage_clearance.md,true,,,,,template_operator_value_missing,template_operator_evidence_ref_present,template_operator_clearance_missing,template_operator_id_missing,stub_present,"stub_evidence_ref_missing,stub_operator_value_missing,stub_operator_clearance_missing,stub_operator_id_missing",policy_not_checked_value_missing,awaiting_operator_evidence,template_operator_value_missing,fill operator_value for leakage_clearance in operator_evidence_template.csv
HIST_CHIGNOLIN,hist_seed_chignolin,operator_clearance,operator_cleared,operator_cleared,,casp17/historical_seed_first_clearance_no_leak_evidence_packet/hist_chignolin/field_evidence/operator_clearance.md,,,casp17/historical_seed_first_clearance_no_leak_evidence_packet/hist_chignolin/field_evidence/operator_clearance.md,true,,,,,template_operator_value_missing,template_operator_evidence_ref_present,template_operator_clearance_missing,template_operator_id_missing,stub_present,"stub_evidence_ref_missing,stub_operator_value_missing,stub_operator_clearance_missing,stub_operator_id_missing",policy_not_checked_value_missing,awaiting_operator_evidence,template_operator_value_missing,fill operator_value for operator_clearance in operator_evidence_template.csv
HIST_CHIGNOLIN,hist_seed_chignolin,operator,operator_id,stable operator id or initials,,casp17/historical_seed_first_clearance_no_leak_evidence_packet/hist_chignolin/field_evidence/operator.md,,,casp17/historical_seed_first_clearance_no_leak_evidence_packet/hist_chignolin/field_evidence/operator.md,true,,,,,template_operator_value_missing,template_operator_evidence_ref_present,template_operator_clearance_missing,template_operator_id_missing,stub_present,"stub_evidence_ref_missing,stub_operator_value_missing,stub_operator_clearance_missing,stub_operator_id_missing",policy_not_checked_value_missing,awaiting_operator_evidence,template_operator_value_missing,fill operator_value for operator in operator_evidence_template.csv
HIST_CHIGNOLIN,hist_seed_chignolin,prediction_created_at,iso_date,YYYY-MM-DD,,casp17/historical_seed_first_clearance_no_leak_evidence_packet/hist_chignolin/field_evidence/prediction_created_at.md,,,casp17/historical_seed_first_clearance_no_leak_evidence_packet/hist_chignolin/field_evidence/prediction_created_at.md,true,,,,,template_operator_value_missing,template_operator_evidence_ref_present,template_operator_clearance_missing,template_operator_id_missing,stub_present,"stub_evidence_ref_missing,stub_operator_value_missing,stub_operator_clearance_missing,stub_operator_id_missing",policy_not_checked_value_missing,awaiting_operator_evidence,template_operator_value_missing,fill operator_value for prediction_created_at in operator_evidence_template.csv
HIST_CHIGNOLIN,hist_seed_chignolin,native_release_date,authoritative_release_iso_date,YYYY-MM-DD,,casp17/historical_seed_first_clearance_no_leak_evidence_packet/hist_chignolin/field_evidence/native_release_date.md,,,casp17/historical_seed_first_clearance_no_leak_evidence_packet/hist_chignolin/field_evidence/native_release_date.md,true,,,,,template_operator_value_missing,template_operator_evidence_ref_present,template_operator_clearance_missing,template_operator_id_missing,stub_present,"stub_evidence_ref_missing,stub_operator_value_missing,stub_operator_clearance_missing,stub_operator_id_missing",policy_not_checked_value_missing,awaiting_operator_evidence,template_operator_value_missing,fill operator_value for native_release_date in operator_evidence_template.csv
HIST_CHIGNOLIN,hist_seed_chignolin,prediction_generated_before_native_release,true,true,,casp17/historical_seed_first_clearance_no_leak_evidence_packet/hist_chignolin/field_evidence/prediction_generated_before_native_release.md,,,casp17/historical_seed_first_clearance_no_leak_evidence_packet/hist_chignolin/field_evidence/prediction_generated_before_native_release.md,true,,,,,template_operator_value_missing,template_operator_evidence_ref_present,template_operator_clearance_missing,template_operator_id_missing,stub_present,"stub_evidence_ref_missing,stub_operator_value_missing,stub_operator_clearance_missing,stub_operator_id_missing",policy_not_checked_value_missing,awaiting_operator_evidence,template_operator_value_missing,fill operator_value for prediction_generated_before_native_release in operator_evidence_template.csv
HIST_CHIGNOLIN,hist_seed_chignolin,public_template_or_native_used_for_prediction,false,false,,casp17/historical_seed_first_clearance_no_leak_evidence_packet/hist_chignolin/field_evidence/public_template_or_native_used_for_prediction.md,,,casp17/historical_seed_first_clearance_no_leak_evidence_packet/hist_chignolin/field_evidence/public_template_or_native_used_for_prediction.md,true,,,,,template_operator_value_missing,template_operator_evidence_ref_present,template_operator_clearance_missing,template_operator_id_missing,stub_present,"stub_evidence_ref_missing,stub_operator_value_missing,stub_operator_clearance_missing,stub_operator_id_missing",policy_not_checked_value_missing,awaiting_operator_evidence,template_operator_value_missing,fill operator_value for public_template_or_native_used_for_prediction in operator_evidence_template.csv
HIST_CHIGNOLIN,hist_seed_chignolin,other_team_model_used,false,false,,casp17/historical_seed_first_clearance_no_leak_evidence_packet/hist_chignolin/field_evidence/other_team_model_used.md,,,casp17/historical_seed_first_clearance_no_leak_evidence_packet/hist_chignolin/field_evidence/other_team_model_used.md,true,,,,,template_operator_value_missing,template_operator_evidence_ref_present,template_operator_clearance_missing,template_operator_id_missing,stub_present,"stub_evidence_ref_missing,stub_operator_value_missing,stub_operator_clearance_missing,stub_operator_id_missing",policy_not_checked_value_missing,awaiting_operator_evidence,template_operator_value_missing,fill operator_value for other_team_model_used in operator_evidence_template.csv
HIST_CHIGNOLIN,hist_seed_chignolin,post_release_information_used,false,false,,casp17/historical_seed_first_clearance_no_leak_evidence_packet/hist_chignolin/field_evidence/post_release_information_used.md,,,casp17/historical_seed_first_clearance_no_leak_evidence_packet/hist_chignolin/field_evidence/post_release_information_used.md,true,,,,,template_operator_value_missing,template_operator_evidence_ref_present,template_operator_clearance_missing,template_operator_id_missing,stub_present,"stub_evidence_ref_missing,stub_operator_value_missing,stub_operator_clearance_missing,stub_operator_id_missing",policy_not_checked_value_missing,awaiting_operator_evidence,template_operator_value_missing,fill operator_value for post_release_information_used in operator_evidence_template.csv
