quality_rank,target_id,selection_rank,model_serial,filename,rerank_bucket,seed,sample,pred,confidence_score,mean_b_iso,median_b_iso,min_b_iso,low_conf_atom_fraction,high_conf_atom_fraction,geometry_outlier_score,radius_of_gyration,bbox_diagonal,centroid_spread,diversity_to_model1_rmsd,nearest_top5_rmsd,top5_selection_rank,model1_candidate,top5_candidate,model_selection_status,model_cif_path,viewer_html_path,projection_svg_path,model_review_md_path,rerank_model_folder,blockers,claim_boundary
1,R2351,26,18,Model_18_af3_woTemplates_af3_seed_103360_sample_3_pred_608.cif,woTemplates,103360,3,608,83.86274,76.155,77.815,36.37,0.02415,0.82725,2.044,37.297,186.23,1.167,0.0,53.328,1,True,True,model1_candidate,casp17/massivefold_representative_viewers/r2351/selection_026_woTemplates_model_18/model.cif,casp17/massivefold_representative_viewers/r2351/selection_026_woTemplates_model_18/viewer.html,casp17/massivefold_representative_viewers/r2351/selection_026_woTemplates_model_18/projection.svg,casp17/massivefold_representative_viewers/r2351/selection_026_woTemplates_model_18/MODEL_REVIEW.md,casp17/massivefold_representative_rerank/r2351/top5/rank_01_selection_026_woTemplates,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
2,R2351,38,21,Model_21_af3_basic_af3_seed_571067_sample_0_pred_415.cif,basic,571067,0,415,83.73174,76.085,78.075,38.19,0.02259,0.81187,0.504,37.376,176.974,0.815,54.726,41.318,2,False,True,top5_candidate,casp17/massivefold_representative_viewers/r2351/selection_038_basic_model_21/model.cif,casp17/massivefold_representative_viewers/r2351/selection_038_basic_model_21/viewer.html,casp17/massivefold_representative_viewers/r2351/selection_038_basic_model_21/projection.svg,casp17/massivefold_representative_viewers/r2351/selection_038_basic_model_21/MODEL_REVIEW.md,casp17/massivefold_representative_rerank/r2351/top5/rank_02_selection_038_basic,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
3,R2351,18,6,Model_6_af3_woUnpaired_af3_seed_447781_sample_3_pred_923.cif,woUnpaired,447781,3,923,83.7126,76.109,77.81,37.89,0.02451,0.81932,2.485,37.402,187.572,0.881,54.843,41.318,3,False,True,top5_candidate,casp17/massivefold_representative_viewers/r2351/selection_018_woUnpaired_model_6/model.cif,casp17/massivefold_representative_viewers/r2351/selection_018_woUnpaired_model_6/viewer.html,casp17/massivefold_representative_viewers/r2351/selection_018_woUnpaired_model_6/projection.svg,casp17/massivefold_representative_viewers/r2351/selection_018_woUnpaired_model_6/MODEL_REVIEW.md,casp17/massivefold_representative_rerank/r2351/top5/rank_03_selection_018_woUnpaired,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
4,R2351,16,30,Model_30_af3_woTemplates_af3_seed_695358_sample_1_pred_96.cif,woTemplates,695358,1,96,83.67836,76.025,77.895,36.59,0.02259,0.8222,2.921,36.991,167.593,0.621,59.174,32.751,0,False,False,review_candidate,casp17/massivefold_representative_viewers/r2351/selection_016_woTemplates_model_30/model.cif,casp17/massivefold_representative_viewers/r2351/selection_016_woTemplates_model_30/viewer.html,casp17/massivefold_representative_viewers/r2351/selection_016_woTemplates_model_30/projection.svg,casp17/massivefold_representative_viewers/r2351/selection_016_woTemplates_model_30/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
5,R2351,2,15,Model_15_af3_woTemplates_af3_seed_103362_sample_0_pred_615.cif,woTemplates,103362,0,615,83.65672,75.954,77.58,39.63,0.02162,0.81764,1.032,37.033,181.744,2.28,62.116,50.003,0,False,False,review_candidate,casp17/massivefold_representative_viewers/r2351/selection_002_woTemplates_model_15/model.cif,casp17/massivefold_representative_viewers/r2351/selection_002_woTemplates_model_15/viewer.html,casp17/massivefold_representative_viewers/r2351/selection_002_woTemplates_model_15/projection.svg,casp17/massivefold_representative_viewers/r2351/selection_002_woTemplates_model_15/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
6,R2351,7,1,Model_1_af3_woPaired_af3_seed_783356_sample_0_pred_395.cif,woPaired,783356,0,395,83.63282,76.08,77.835,38.6,0.02138,0.81199,3.487,37.419,191.513,1.665,53.328,51.303,4,False,True,top5_candidate,casp17/massivefold_representative_viewers/r2351/selection_007_woPaired_model_1/model.cif,casp17/massivefold_representative_viewers/r2351/selection_007_woPaired_model_1/viewer.html,casp17/massivefold_representative_viewers/r2351/selection_007_woPaired_model_1/projection.svg,casp17/massivefold_representative_viewers/r2351/selection_007_woPaired_model_1/MODEL_REVIEW.md,casp17/massivefold_representative_rerank/r2351/top5/rank_04_selection_007_woPaired,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
7,R2351,20,10,Model_10_af3_woUnpaired_woPaired_af3_seed_456016_sample_2_pred_222.cif,woUnpaired_woPaired,456016,2,222,83.60796,75.978,77.82,37.88,0.0221,0.818,2.701,37.534,187.909,2.501,65.136,55.588,5,False,True,top5_candidate,casp17/massivefold_representative_viewers/r2351/selection_020_woUnpaired_woPaired_model_10/model.cif,casp17/massivefold_representative_viewers/r2351/selection_020_woUnpaired_woPaired_model_10/viewer.html,casp17/massivefold_representative_viewers/r2351/selection_020_woUnpaired_woPaired_model_10/projection.svg,casp17/massivefold_representative_viewers/r2351/selection_020_woUnpaired_woPaired_model_10/MODEL_REVIEW.md,casp17/massivefold_representative_rerank/r2351/top5/rank_05_selection_020_woUnpaired_woPaired,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
8,R2351,21,17,Model_17_af3_woPaired_woTemplates_af3_seed_579317_sample_1_pred_151.cif,woPaired_woTemplates,579317,1,151,83.52946,75.913,77.66,37.85,0.02343,0.81103,0.631,37.411,176.604,0.79,20.2,20.2,0,False,False,review_candidate,casp17/massivefold_representative_viewers/r2351/selection_021_woPaired_woTemplates_model_17/model.cif,casp17/massivefold_representative_viewers/r2351/selection_021_woPaired_woTemplates_model_17/viewer.html,casp17/massivefold_representative_viewers/r2351/selection_021_woPaired_woTemplates_model_17/projection.svg,casp17/massivefold_representative_viewers/r2351/selection_021_woPaired_woTemplates_model_17/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
9,R2351,4,47,Model_47_af3_woUnpaired_af3_seed_947407_sample_3_pred_78.cif,woUnpaired,947407,3,78,83.47358,75.8,77.505,37.61,0.02295,0.81631,0.763,37.056,175.964,2.795,45.056,31.132,0,False,False,review_candidate,casp17/massivefold_representative_viewers/r2351/selection_004_woUnpaired_model_47/model.cif,casp17/massivefold_representative_viewers/r2351/selection_004_woUnpaired_model_47/viewer.html,casp17/massivefold_representative_viewers/r2351/selection_004_woUnpaired_model_47/projection.svg,casp17/massivefold_representative_viewers/r2351/selection_004_woUnpaired_model_47/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
10,R2351,5,8,Model_8_af3_basic_af3_seed_571059_sample_3_pred_378.cif,basic,571059,3,378,83.41648,75.813,77.425,37.63,0.02487,0.81776,1.918,37.579,172.131,2.428,56.658,45.047,0,False,False,review_candidate,casp17/massivefold_representative_viewers/r2351/selection_005_basic_model_8/model.cif,casp17/massivefold_representative_viewers/r2351/selection_005_basic_model_8/viewer.html,casp17/massivefold_representative_viewers/r2351/selection_005_basic_model_8/projection.svg,casp17/massivefold_representative_viewers/r2351/selection_005_basic_model_8/MODEL_REVIEW.md,,,"CASP17 MassiveFold representative rerank packet only. It ranks organizer-provided external representatives using confidence, geometry, and diversity proxies for review-only model selection. It does not use a native structure, does not prove CASP accuracy, does not create internal predictions, and does not submit models."
