dropzone_id,action_rank,operator_priority,row_rank,benchmark_id,target_id,scope,evidence_class,template_column,source_row_fill_csv,current_value,recommended_value,patch_status,apply_status,blocker,apply_plan_csv,apply_plan_md,next_action
priority_001_REQUIRED_MONOMER_001,1,1,1,hist_REQUIRED_MONOMER_001,REQUIRED_MONOMER_001,monomer,target_identity,benchmark_id,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/row_fill.csv,hist_REQUIRED_MONOMER_001,,awaiting_evidence,awaiting_evidence,awaiting_evidence,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/ROW_FILL_APPLY_PLAN.csv,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/ROW_FILL_APPLY_PLAN.md,"wait for cleared evidence, then rerun intake and patch gate"
priority_001_REQUIRED_MONOMER_001,2,1,1,hist_REQUIRED_MONOMER_001,REQUIRED_MONOMER_001,monomer,target_identity,target_id,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/row_fill.csv,REQUIRED_MONOMER_001,,awaiting_evidence,awaiting_evidence,awaiting_evidence,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/ROW_FILL_APPLY_PLAN.csv,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/ROW_FILL_APPLY_PLAN.md,"wait for cleared evidence, then rerun intake and patch gate"
priority_001_REQUIRED_MONOMER_001,3,1,1,hist_REQUIRED_MONOMER_001,REQUIRED_MONOMER_001,monomer,core_file,prediction_pdb,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/row_fill.csv,runs/casp17_historical_benchmark_predictions_current/REQUIRED_MONOMER_001_prediction.pdb,,awaiting_evidence,awaiting_evidence,awaiting_evidence,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/ROW_FILL_APPLY_PLAN.csv,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/ROW_FILL_APPLY_PLAN.md,"wait for cleared evidence, then rerun intake and patch gate"
priority_001_REQUIRED_MONOMER_001,4,1,1,hist_REQUIRED_MONOMER_001,REQUIRED_MONOMER_001,monomer,core_file,native_pdb,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/row_fill.csv,runs/casp17_historical_benchmark_natives_current/REQUIRED_MONOMER_001_native.pdb,,awaiting_evidence,awaiting_evidence,awaiting_evidence,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/ROW_FILL_APPLY_PLAN.csv,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/ROW_FILL_APPLY_PLAN.md,"wait for cleared evidence, then rerun intake and patch gate"
priority_001_REQUIRED_MONOMER_001,5,1,1,hist_REQUIRED_MONOMER_001,REQUIRED_MONOMER_001,monomer,provenance,leakage_clearance,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/row_fill.csv,REQUIRED_NO_LEAK_CLEARANCE,,awaiting_evidence,awaiting_evidence,awaiting_evidence,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/ROW_FILL_APPLY_PLAN.csv,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/ROW_FILL_APPLY_PLAN.md,"wait for cleared evidence, then rerun intake and patch gate"
priority_001_REQUIRED_MONOMER_001,6,1,1,hist_REQUIRED_MONOMER_001,REQUIRED_MONOMER_001,monomer,provenance,prediction_method,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/row_fill.csv,REQUIRED_INTERNAL_METHOD,,awaiting_evidence,awaiting_evidence,awaiting_evidence,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/ROW_FILL_APPLY_PLAN.csv,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/ROW_FILL_APPLY_PLAN.md,"wait for cleared evidence, then rerun intake and patch gate"
priority_001_REQUIRED_MONOMER_001,7,1,1,hist_REQUIRED_MONOMER_001,REQUIRED_MONOMER_001,monomer,provenance,prediction_created_at,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/row_fill.csv,YYYY-MM-DD,,awaiting_evidence,awaiting_evidence,awaiting_evidence,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/ROW_FILL_APPLY_PLAN.csv,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/ROW_FILL_APPLY_PLAN.md,"wait for cleared evidence, then rerun intake and patch gate"
priority_001_REQUIRED_MONOMER_001,8,1,1,hist_REQUIRED_MONOMER_001,REQUIRED_MONOMER_001,monomer,provenance,native_release_date,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/row_fill.csv,YYYY-MM-DD,,awaiting_evidence,awaiting_evidence,awaiting_evidence,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/ROW_FILL_APPLY_PLAN.csv,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/ROW_FILL_APPLY_PLAN.md,"wait for cleared evidence, then rerun intake and patch gate"
priority_001_REQUIRED_MONOMER_001,9,1,1,hist_REQUIRED_MONOMER_001,REQUIRED_MONOMER_001,monomer,provenance,prediction_generated_before_native_release,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/row_fill.csv,REQUIRED_TRUE_CONFIRMATION,,awaiting_evidence,awaiting_evidence,awaiting_evidence,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/ROW_FILL_APPLY_PLAN.csv,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/ROW_FILL_APPLY_PLAN.md,"wait for cleared evidence, then rerun intake and patch gate"
priority_001_REQUIRED_MONOMER_001,10,1,1,hist_REQUIRED_MONOMER_001,REQUIRED_MONOMER_001,monomer,provenance,public_template_or_native_used_for_prediction,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/row_fill.csv,REQUIRED_FALSE_CONFIRMATION,,awaiting_evidence,awaiting_evidence,awaiting_evidence,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/ROW_FILL_APPLY_PLAN.csv,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/ROW_FILL_APPLY_PLAN.md,"wait for cleared evidence, then rerun intake and patch gate"
